Name	Formula	Alpha	Reference_Alpha	ZPR	Reference_ZPR	Error
mp-2175              	 TlF                  	2.3468770062324897	2.964253	-66.58235809757561	-81.393681	-18.197141007081857
mp-2176              	 ZnTe                 	0.13966340016454734	0.169724	-3.534921746038056	-4.288322	-17.568649321621464
mp-21855             	 VCu3Se4              	0.1607339612047295	0.223821	-4.015455950399821	-4.792166	-16.207912029762298
mp-22003             	 NaN3                 	3.8944115804324606	6.833261	-317.77580520721256	-258.293701	23.02886364511559
mp-2201              	 PbSe                 	0.3369990674069357	0.422402	-5.826514932263177	-7.27229	-19.88060250260678
mp-22255             	 RbInTe2              	0.5759285647687026	0.786802	-11.152637320028761	-13.314598	-16.237521252772623
mp-2229              	 ZnO                  	0.9315000204467846	1.141155	-60.34431042334081	-73.043004	-17.38522908594941
mp-223               	 GeO2                 	1.2491305606736451	1.860496	-109.37679000071506	-122.429332	-10.661286626382099
mp-22304             	 Cd(InSe2)2           	0.2383651553399098	0.33663	-5.940930014758334	-7.321098	-18.8519261078279
mp-22313             	 Na2PtO2              	1.680632207359883	2.369184	-98.92307048919868	-101.778812	-2.805831051360005
mp-22323             	 In2O3                	0.6448494612113947	0.823494	-43.4383058626124	-52.641912	-17.483419176316385
mp-22450             	 Li2PbO3              	1.2502905225853704	1.807046	-79.44486915024605	-95.439036	-16.758516766403584
mp-22473             	 NaInSe2              	0.9491756792073139	1.154984	-24.96977632563792	-29.061177	-14.078578697490748
mp-22483             	 NaInTe2              	0.6123566870073068	0.801673	-11.128187822074688	-13.292076	-16.27953509989946
mp-22607             	 Zn(InSe2)2           	0.22326623990704816	0.30396	-5.867345443399749	-7.142181	-17.849387415416253
mp-22660             	 InAgO2               	0.5120502696004274	0.6484	-32.700196278806175	-40.205249	-18.666848005825873
mp-22851             	 NaCl                 	3.8210894687327484	4.704021	-115.21217129253853	-133.762958	-13.868403468964457
mp-2286              	 Li2Se                	1.0301490297016036	1.259893	-49.418866284877986	-59.638272	-17.13565026686557
mp-22862             	 NaCl                 	2.880096803394513	3.570748	-94.91339579999519	-112.89807	-15.930010318161166
mp-22865             	 CsCl                 	5.114830960325378	6.354297	-108.2006882048075	-123.193352	-12.170026670913622
mp-22867             	 RbBr                 	3.5824949229311147	4.425743	-57.37200294433923	-67.150525	-14.562093231081622
mp-22875             	 TlBr                 	1.7483554033092572	2.130939	-24.017796569209693	-28.592445	-15.999500675057021
mp-22888             	 CaBr2                	3.2744043798985767	4.244849	-97.84505499940019	-107.172792	-8.70345619119432
mp-22894             	 AgI                  	0.4635351306759919	0.571453	-7.08029154154064	-8.68063	-18.435740936537563
mp-22895             	 CuI                  	0.1968807231220637	0.241695	-3.845149584620927	-4.708821	-18.341563957922236
mp-22898             	 KI                   	2.5034795618026395	3.129643	-43.32385757366765	-52.28735	-17.14275522919473
mp-22899             	 LiI                  	2.319675717040688	2.833756	-85.11115110569753	-100.673499	-15.45823682387604
mp-22901             	 KI                   	2.9134742497772397	3.613646	-47.11075374029176	-56.02904	-15.91725694337836
mp-22903             	 RbI                  	3.0194662647183086	3.727597	-39.186473043452395	-46.302384	-15.368346814599457
mp-22905             	 LiCl                 	2.6869345047138773	3.29769	-138.377890162887	-163.468491	-15.348891204429718
mp-22906             	 CsBr                 	3.2281625116977586	3.96322	-45.79952086075511	-53.620089	-14.585145763642599
mp-22909             	 ZnCl2                	1.9078193470485034	3.275247	-61.790853269128	-71.527375	-13.612301207575427
mp-22913             	 CuBr                 	0.17019141918489175	0.209969	-3.419794681091479	-4.210155	-18.77271309271324
mp-22914             	 CuCl                 	0.46609050506898203	0.574348	-11.568889538573016	-14.172407	-18.370326659592713
mp-22916             	 NaBr                 	2.4085491045646545	2.961256	-62.85660428730777	-74.72265	-15.880118963516729
mp-22919             	 AgI                  	1.1186321906301904	1.366071	-13.853396324074247	-16.673072	-16.911554606888007
mp-22922             	 AgCl                 	1.2630381673709088	1.557797	-27.74727407185468	-33.660295	-17.56675313791908
mp-22925             	 AgI                  	0.46235156571152836	0.564516	-7.0289003965671055	-8.532153	-17.618678467590698
mp-22934             	 K2PtCl4              	4.49757263754996	5.540795	-97.95314002055673	-97.052533	0.9279582847742203
mp-22935             	 CsBrF                	5.611725678972649	8.416415	-191.50828599283875	-203.501034	-5.893212320071677
mp-22936             	 Ca2NCl               	1.607057083277093	2.097337	-94.9997141134291	-109.277379	-13.065526476958137
mp-22937             	 Na4I2O               	1.5772215458074241	2.291969	-53.917296542014135	-60.780391	-11.291626041013567
mp-22951             	 BaIF                 	2.334033278278098	3.061922	-68.0333180133536	-73.315314	-7.204492074665884
mp-22956             	 K2PdCl4              	4.621452404154293	5.561232	-105.39815939849838	-103.129332	2.19998263781867
mp-22957             	 SrClF                	3.136037970835317	3.947213	-123.25651536089376	-139.192933	-11.449157148737035
mp-22984             	 NaBiO2               	1.035465371207685	1.569073	-63.764379819100164	-77.009897	-17.199759637257834
mp-22988             	 CsGeCl3              	3.0945777995228636	4.318082	-96.2594880821541	-109.686433	-12.241208461803009
mp-22990             	 CsICl2               	4.243108635405614	7.378276	-106.36984933986797	-103.004232	3.267455399180071
mp-23004             	 CsMgCl3              	2.9862816038573965	5.063283	-90.61344199188787	-90.547131	0.07323367527555855
mp-23009             	 Ca2BrN               	1.4943361408020424	2.012243	-82.96165476284435	-95.472456	-13.104094899533797
mp-23018             	 BiSbO4               	1.7246823667568185	2.670592	-118.92526686853368	-139.182447	-14.554407231729668
mp-23023             	 LaBrO                	1.952962753404002	2.721539	-99.73893811815	-110.514647	-9.750480297738266
mp-23024             	 SrBrF                	2.7636466288998403	3.565079	-97.41506832739509	-106.759319	-8.752632332363335
mp-23025             	 LaClO                	2.1684409219760394	2.91005	-118.29463669969311	-133.790468	-11.58216391044158
mp-23033             	 Sr2NCl               	1.7420277349258804	2.325014	-86.27688845485326	-100.519824	-14.169280225905226
mp-23040             	 Ca2PI                	1.0588430511437343	1.460547	-38.006916395393155	-42.775074	-11.14704700360505
mp-23054             	 NaBiO3               	1.1504310297437315	1.625385	-70.62831807248516	-81.457841	-13.2946353531698
mp-23056             	 Sr2BrN               	1.6021857126996968	2.187606	-74.96195870379651	-85.604263	-12.431979346873755
mp-23059             	 Rb2SnCl6             	3.5378420756152456	5.527245	-84.22513293946974	-84.873776	-0.7642443768853426
mp-23060             	 Cs2PtI6              	1.2742952272635804	1.695224	-10.98664273172412	-12.783582	-14.056617842134386
mp-23070             	 BaBrF                	2.8346374282997115	3.649034	-90.21718899271816	-98.63079	-8.530400098470103
mp-23091             	 Ba2BiSbO6            	1.3093115017473278	1.828883	-83.5538851131488	-95.530685	-12.537123424637025
mp-23092             	 Ba2TaBiO6            	1.658057139656603	2.267887	-121.08675022454939	-142.887516	-15.257292159414831
mp-23116             	 CuBiSeO              	0.3487409759767087	0.514186	-13.446489769117083	-14.823625	-9.290138079470555
mp-23127             	 Ba2BiSbO6            	1.2645437998213518	1.764528	-81.08832758576936	-94.174253	-13.895438506138861
mp-23167             	 TlCl                 	1.8519502829951144	2.275216	-37.683789338589335	-45.14998	-16.536420750154626
mp-2319              	 P2Os                 	0.34271130650431253	0.431442	-16.166117201526475	-19.874145	-18.657546266637
mp-23193             	 KCl                  	3.493405184774618	4.32329	-93.73844861552386	-110.091983	-14.854428032671674
mp-23197             	 TlI                  	2.921837983817618	3.617517	-31.802325621798726	-37.749617	-15.754574088000084
mp-23209             	 SrCl2                	2.730356831920101	3.357314	-79.68488093430379	-94.243005	-15.447431950728022
mp-23214             	 CaCl2                	3.8161944404079295	5.044753	-144.45630338822937	-160.009284	-9.720048876520588
mp-23222             	 Li3Bi                	0.4184970395353255	0.511177	-12.018307598734923	-14.571766	-17.52332834101973
mp-23231             	 AgBr                 	0.9941021387747346	1.237721	-15.693417632087709	-19.289511	-18.64273992177558
mp-23251             	 KBr                  	3.090461769835305	3.809327	-63.80261583735034	-75.178441	-15.131765186045381
mp-23259             	 LiBr                 	2.108343523094154	2.588413	-90.7704279532229	-108.258088	-16.153675323341286
mp-23260             	 BaI2                 	3.0832119668398628	4.059317	-44.35700924724648	-50.670835	-12.460473076383122
mp-23268             	 NaI                  	1.9306296305475763	2.374021	-42.275570625850825	-50.637683	-16.513615708185498
mp-23289             	 KCl                  	3.6635294518914887	4.552918	-95.85054595334165	-112.684569	-14.939066809279225
mp-23295             	 RbCl                 	3.8117263680119056	4.687903	-84.85240446790142	-98.436436	-13.799800240734616
mp-23299             	 RbCl                 	3.591409636455052	4.445946	-79.52126314105287	-93.251925	-14.724266398733462
mp-23302             	 RbI                  	3.0237936228926108	3.750568	-37.90437558153896	-44.995478	-15.75958903794964
mp-23303             	 RbBr                 	3.417792721911336	4.269716	-53.8669043112451	-63.95214	-15.769973747172337
mp-23350             	 Rb2PtCl6             	3.4213257999613247	5.164447	-61.03962238330469	-61.609526	-0.9250251603872321
mp-23353             	 Cu2HgI4              	0.32046009647921125	0.449794	-4.7528832777194	-5.646921	-15.832304405898363
mp-23364             	 CsLiCl2              	2.9965523529105864	4.236205	-101.87679501166377	-114.934452	-11.360959887237485
mp-2340              	 Na2O2                	3.353472332374913	4.434811	-168.27771184210653	-208.839176	-19.4223444732867
mp-23405             	 Cs2TeBr6             	1.9866042596704705	3.171151	-38.71456948158119	-40.687088	-4.848020871925797
mp-23406             	 Cs2PtCl6             	3.4406949039802512	5.368364	-60.91993313664844	-61.229771	-0.5060248606050819
mp-23425             	 Cs2PbCl6             	2.6949202233132135	3.987506	-56.60965347781444	-58.648614	-3.4765706861982477
mp-23432             	 BaClF                	3.1658490156204655	3.957022	-112.37150082211367	-126.453911	-11.136397495753476
mp-23465             	 Cs2TeCl6             	2.91065528831285	4.679411	-79.44500419929692	-81.003511	-1.9239990729575729
mp-23484             	 CsAuCl3              	1.0978314095208215	0.782007	-13.360830121648354	-6.312418	111.65946427578707
mp-23485             	 Ag2HgI4              	0.7534692273219877	1.081307	-10.072463213853547	-11.628238	-13.37928227945156
mp-2352              	 Na2O                 	1.5797418565245973	1.925421	-84.48700088860019	-100.826827	-16.20583191753104
mp-23703             	 LiH                  	0.882368288227268	1.120302	-119.34301324732417	-149.813121	-20.338744396544435
mp-2371              	 Ga2Te5               	0.17396562761547757	0.352719	-3.7193406358588326	-5.247086	-29.116072504646727
mp-23737             	 KMgH3                	0.9892072119899877	1.283068	-126.6786669612469	-152.563997	-16.966866723315523
mp-23804             	 Mg2FeH6              	1.5849676593269646	2.28083	-116.49275567691504	-118.47931	-1.6767099024166832
mp-23818             	 BaLiH3               	0.7635937606471489	0.973296	-90.01912482431317	-110.246726	-18.347575397102343
mp-23859             	 CaHCl                	1.537616271880937	2.476109	-126.63528945441792	-126.200352	0.3446404447571746
mp-23860             	 SrHCl                	1.5044453536627413	2.528441	-118.79508193340408	-117.10443	1.4437130460428216
mp-23861             	 BaHCl                	1.4727631121562332	2.501178	-111.57311426580328	-109.796656	1.617952978279489
mp-23862             	 BaHI                 	1.004938556615467	1.965315	-70.80730751277314	-65.435742	8.2089166388197
mp-23870             	 NaH                  	1.6664520649384549	2.123224	-188.2576463672294	-234.560889	-19.740393562701154
mp-239               	 BaS3                 	1.3513533141712328	1.777586	-34.701890799561504	-36.525104	-4.991671482820405
mp-23949             	 RbCaH3               	1.7589872058460176	2.552051	-180.6726428069662	-199.142119	-9.27452027013623
mp-23956             	 K2MgH4               	1.2555809628839727	1.633695	-149.75274029714234	-177.57624	-15.668481156520532
mp-2400              	 NaS                  	1.5496478906820579	1.991937	-45.23171424865707	-55.57776	-18.61544213250575
mp-24007             	 Rb2HBrO              	2.934782452491798	4.527208	-98.71916206539278	-103.050593	-4.203208160682031
mp-24066             	 SrHClO               	2.1342674220431377	3.198622	-111.13313537374651	-123.327833	-9.88803364951161
mp-24084             	 KH                   	1.940756081829799	2.447692	-191.45789044707206	-235.174985	-18.589177140982034
mp-241               	 CdF2                 	2.402987885515467	2.971052	-115.43637843750156	-138.013113	-16.358398178076342
mp-24292             	 Sr2H6Ru              	1.4978780820291675	2.748957	-108.80963280552491	-99.130214	9.764347735116278
mp-24341             	 CsBeH3               	2.09952546968906	3.799283	-190.12918642613658	-178.862801	6.298898017445559
mp-24423             	 SrHBr                	1.309062095944819	2.422439	-98.53023218991113	-92.442362	6.585584853306894
mp-24424             	 BaHBr                	1.2846531608066514	2.410287	-93.88672031790577	-87.961042	6.736707732391077
mp-24428             	 KH2N                 	3.0071175818860354	4.408446	-136.83251428785613	-158.052273	-13.425785222426939
mp-2455              	 As2Os                	0.3105843873799297	0.395048	-9.868620182216395	-12.4827	-20.941621746766362
mp-24589             	 K2HBrO               	2.858112350182313	4.340902	-108.98310461413001	-117.260734	-7.059165590648601
mp-2469              	 CdS                  	0.32386940203651154	0.399122	-11.546693269077794	-14.17201	-18.524660446346044
mp-2472              	 SrO                  	2.360805647793696	2.903218	-139.1508593378797	-165.582918	-15.963034702722362
mp-24721             	 RbH                  	1.8476343923438678	2.309073	-170.89555785855612	-208.300681	-17.957273572928877
mp-2490              	 GaP                  	0.1368431026378826	0.167685	-6.597591280017361	-8.070815	-18.25371687967868
mp-2517              	 Ca2Si                	0.31767881607820614	0.385902	-10.162822872402375	-11.568499	-12.150894663150549
mp-252               	 BeTe                 	0.14590581990442297	0.175395	-9.097577146994173	-10.916465	-16.661875918677225
mp-2530              	 Li2Te                	0.8392588181843119	1.022644	-34.94509226605509	-42.124361	-17.043032970743244
mp-25305             	 Y2Ti2S2O5            	1.6127162362748966	1.881604	-130.01519423999704	-129.659876	0.2740387010682061
mp-2534              	 GaAs                 	0.005240425483263114	0.006524	-0.1760137902198896	-0.21911	-19.668755319296423
mp-2542              	 BeO                  	1.3951282737054111	1.71233	-190.88058434330978	-229.984324	-17.002784788362447
mp-2552              	 TeO3                 	1.0103142891910586	1.50118	-75.54393712124289	-89.088777	-15.20375555133853
mp-2574              	 ZrO2                 	1.8143182268625169	2.458455	-149.12026207799553	-166.96711	-10.688840408152513
mp-2576              	 Sr2Ge                	0.35362147536336314	0.418034	-6.201762855136524	-6.875202	-9.79519067023014
mp-2600              	 BaTe                 	2.1822254266148766	2.681301	-35.65397523832779	-42.509148	-16.1263471139723
mp-2605              	 CaO                  	2.124727318398033	2.57975	-150.08698869746934	-176.982796	-15.19684845668879
mp-2624              	 AlSb                 	0.08483263066920961	0.101484	-3.4592345815612076	-4.133882	-16.319948620661943
mp-2646              	 Mg3Sb2               	0.40171814172374776	0.520529	-10.860472281979797	-13.61729	-20.244980594671944
mp-2657              	 TiO2                 	1.4304723399160058	1.86859	-134.67052758774943	-166.813735	-19.26892135845443
mp-2659              	 LiN3                 	4.390365484542283	8.16609	-407.8784917850404	-421.814922	-3.30392062681927
mp-2667              	 CsAu                 	1.0730320179125004	1.288397	-10.076666440603137	-11.931629	-15.546599373789293
mp-267               	 Te2Ru                	0.4075553601981317	0.542296	-12.873921637840892	-15.803854	-18.53935351566211
mp-2672              	 K2O2                 	4.085309468966958	5.183989	-172.07291466727364	-194.943499	-11.731904090182748
mp-2691              	 CdSe                 	0.07608449022925752	0.09355	-1.7692321777839493	-2.173321	-18.593149480267794
mp-2695              	 Sb2Os                	0.37725823660555546	0.439152	-9.550785026534752	-10.853402	-12.001923207720937
mp-2697              	 SrO2                 	3.1033714935892798	3.780122	-151.9980461172041	-176.625097	-13.943120938694184
mp-27138             	 K2PdBr4              	3.894424222504005	4.475054	-67.30832639733134	-67.530827	-0.3294800501534803
mp-27193             	 RbIO3                	1.4978863905122157	3.638714	-94.32202897076498	-111.554837	-15.447835784328232
mp-27207             	 K2MgCl4              	3.7926704888140437	6.043493	-120.69725697265241	-133.068503	-9.29690027951061
mp-27227             	 LiAg3O2              	0.6709751463341883	1.145874	-39.13106396436724	-46.647672	-16.113575904994264
mp-27243             	 K2PtBr4              	3.9475436652405707	4.630259	-66.28871345562997	-67.436821	-1.702493574496966
mp-27255             	 Ga2TeS2              	0.48551389137106926	0.831106	-17.676260500487018	-21.645843	-18.338775253580934
mp-27294             	 Ca3AsBr3             	1.8644436364159724	2.478197	-56.90777924245737	-66.747013	-14.741084754673025
mp-27300             	 RbAuBr3              	0.899440736542479	1.099842	-9.312700989726101	-8.522297	9.274541707782555
mp-27303             	 NaAg3O2              	0.8124234752383234	1.008699	-38.87986094980161	-36.298829	7.110510231064514
mp-27315             	 CaTiF6               	35.66113463612122	48.945968	-9801.299554240082	-2946.721278	232.6171235608827
mp-2741              	 CaF2                 	3.498218915513091	4.315382	-213.02144146972412	-249.361219	-14.573147210302931
mp-27419             	 LiBiF6               	4.559243612735788	6.213044	-256.94341360162593	-287.14672	-10.518422915774234
mp-27420             	 NaBiF6               	5.1021854065400065	7.24466	-241.05978800615767	-252.500998	-4.531154365513571
mp-27421             	 RbBiF6               	6.12515977069536	10.350873	-237.64646050302653	-218.424096	8.800477994436356
mp-27422             	 CsBiF6               	5.921814662607679	10.363153	-223.63346586093758	-201.682432	10.883959323208463
mp-27456             	 BaBr2                	3.7498137369214524	4.869534	-69.44925690077713	-79.161747	-12.269170991416948
mp-27546             	 CaClF                	3.1079586410169746	3.854461	-147.19145636340397	-164.489405	-10.516147612422838
mp-27549             	 K2AgBi               	0.5576127904710216	0.753851	-7.601363407704732	-9.424172	-19.341843424496794
mp-27562             	 Na2Pd3O4             	1.0399451568257247	1.062751	-53.92856414663256	-43.593023	23.70916361233438
mp-2758              	 SrSe                 	1.4779153474298183	1.814983	-37.22215998599709	-44.823664	-16.958685068679152
mp-27608             	 Be4TeO7              	0.9337278847267144	1.213625	-108.58151931561589	-129.167359	-15.937338847645025
mp-27678             	 Y2Cl3                	1.1556844681976848	1.393463	-31.786731330382086	-34.562762	-8.031854252903496
mp-27716             	 KTlO                 	1.0205225571223675	1.314228	-44.79330726071752	-52.506265	-14.689595116473205
mp-27791             	 SrBe3O4              	1.6724731580458598	2.617412	-162.1781688643436	-174.282408	-6.945186995383033
mp-27827             	 Rb2TiCl6             	5.555210667013626	8.781676	-207.06864125580194	-195.599146	5.863775732334714
mp-27828             	 Cs2TiCl6             	5.266573823058279	8.465053	-190.81046942491773	-185.140016	3.062791906055428
mp-27829             	 Rb2SeCl6             	2.5113643230622746	3.943757	-74.98262897281647	-76.264619	-1.6809761118501427
mp-27830             	 Cs2SeCl6             	2.5271463530899276	4.014571	-75.06697491711898	-78.922245	-4.884896625635801
mp-2784              	 Na2Te                	1.0941095793538205	1.36406	-24.89465793734361	-30.598247	-18.640247798040164
mp-27869             	 Ba2PCl               	1.6216875289978063	2.090319	-47.13042965577714	-53.793025	-12.385611971483028
mp-27882             	 Cs2GeCl6             	2.8885221822406995	4.551945	-79.81928073182812	-83.216624	-4.082529553436199
mp-27904             	 FeSbS                	0.4791597182101451	0.664004	-21.348231825256956	-27.050038	-21.078736284004645
mp-27985             	 YClO                 	1.8392285366535135	2.674539	-105.24368302414977	-117.098359	-10.12369095270603
mp-27999             	 K5CuSb2              	1.026923498295827	1.395534	-15.238988808317592	-17.746158	-14.127954860327568
mp-28020             	 AlCuCl4              	1.0717493243288785	1.634867	-47.74742320743484	-49.05082	-2.6572375193017352
mp-28069             	 Ca3AsCl3             	2.2274476410505253	2.863773	-77.9094386876844	-93.013486	-16.2385563232364
mp-28084             	 Rb2PdBr6             	1.5554623227171351	2.12319	-18.818841631428295	-20.876571	-9.856644410481506
mp-28111             	 K3NO3                	2.9908629980841264	21.540498	-124.17924425858357	-268.497293	-53.75028073054593
mp-28145             	 Rb2PdCl6             	2.721399375354995	4.071052	-49.6614701279564	-50.976201	-2.579107203464621
mp-28171             	 K3IO                 	2.217673584534808	3.000581	-74.85149285159316	-86.515717	-13.482202486291401
mp-28243             	 RbLiCl2              	3.581103917129762	8.731916	-119.35681158527159	-124.946835	-4.473921580109177
mp-28264             	 RbH3O2               	1.7326142641088162	4.170979	-240.81511355921035	-204.084795	17.997577212555363
mp-28270             	 KCuS                 	2.0355627550239457	2.632309	-49.22026329781163	-47.643755	3.308950559861682
mp-28295             	 CsIO3                	1.4904591278523138	3.812474	-86.79084772506593	-109.757573	-20.924957291952932
mp-28302             	 K4CdP2               	0.9758861363235485	1.367639	-26.139600923719723	-29.135748	-10.283405376379138
mp-28377             	 CsGeI3               	0.7405871714624864	0.994584	-13.068671077446346	-15.871192	-17.657910776667904
mp-28423             	 Ga2TeSe2             	0.46199190787227173	0.807726	-12.750123951544166	-16.052978	-20.574712358391277
mp-28453             	 CsAuI3               	0.6708545657168091	0.400416	-4.325989914782446	-2.180481	98.39612978890649
mp-2853              	 GaN                  	0.6468589140063133	0.791802	-51.5921142638576	-62.634801	-17.63027352181162
mp-28553             	 Ca2IN                	1.402331306143275	1.882082	-71.3540501573307	-84.494805	-15.552145297772208
mp-28554             	 Ca2AsI               	1.0939554517039862	1.431421	-31.00984471047138	-35.152184	-11.784016860883005
mp-2858              	 ZrO2                 	2.34281848781269	2.747843	-206.74374639580552	-223.919895	-7.6706666034273026
mp-28591             	 Na4HgP2              	0.6433168222341686	0.850889	-21.076899536428435	-23.348229	-9.728058875778393
mp-28599             	 Na4Br2O              	2.3455827639566262	3.51586	-81.45871951997154	-90.030919	-9.52139506654204
mp-28602             	 Na3ClO               	3.161285097899545	4.585746	-121.43878329324049	-129.882426	-6.500989369231153
mp-28627             	 K4Br2O               	3.4174913258048165	5.713236	-103.46204356947322	-114.271345	-9.459328084855196
mp-28797             	 YHSe                 	0.23615956926427178	0.382572	-20.843936878560523	-20.171774	3.3321951681618285
mp-288               	 PtS                  	0.1295584564710333	0.193917	-2.7868013012631168	-3.177747	-12.302606177800918
mp-28872             	 RbBrO3               	3.077539417890126	8.132161	-170.3406277985724	-199.079928	-14.436061179119775
mp-28873             	 CsBrO3               	3.308994749327347	9.016624	-172.4101099760499	-204.474067	-15.681185147038759
mp-2894              	 ScSnAu               	0.06510281519198095	0.079765	-1.5529908018129301	-1.862449	-16.615660250942167
mp-28994             	 KLi2As               	0.7377554293173361	1.135852	-21.634314156058867	-23.983789	-9.796095370673644
mp-29025             	 Li5Br2N              	1.2532903169254885	1.876075	-69.63018083303491	-77.099158	-9.68749511760568
mp-29091             	 Ti(CuS)4             	0.08823463378664106	0.113155	-4.460700775450095	-5.280163	-15.519638779141943
mp-29138             	 KAuSe2               	1.0815260344922588	2.237739	-22.21012974706778	-30.13724	-26.30337168543709
mp-29149             	 Li4NCl               	1.3205225511411216	1.761007	-85.69748233287841	-99.463513	-13.840281980711456
mp-29151             	 Li5NCl2              	1.7192916600704569	2.286615	-103.8536782847381	-120.625974	-13.904381584733901
mp-29163             	 Ag2TeS3              	0.31774240196011383	0.515669	-9.077265061179324	-11.161327	-18.67216988464433
mp-2918              	 YCuO2                	1.3979029944488042	1.880504	-86.81918307479005	-100.731762	-13.811511532191759
mp-2920              	 LaAlO3               	2.127962585797918	2.827725	-165.0913544282707	-190.370853	-13.279080370422728
mp-29208             	 Ca(MgBi)2            	0.10574932718354298	0.131132	-2.591656009227729	-3.132768	-17.272648047103097
mp-29209             	 Ba(MgBi)2            	0.1155335993394313	0.151104	-2.4034706562449943	-2.731508	-12.009386161600313
mp-29266             	 CsS                  	2.950581822838287	3.658381	-59.53035768773765	-70.453068	-15.503526847492791
mp-29342             	 Ca3PCl3              	2.0630571166175833	2.679631	-82.40431675914256	-97.002945	-15.04967528651572
mp-29364             	 Li5SbO5              	2.088974718263262	2.779476	-174.3575742047556	-203.93979	-14.505367390661918
mp-29396             	 Cu2PbO2              	0.5012352940538423	0.815767	-21.80361311100844	-21.911401	-0.4919260479581525
mp-29398             	 Cs2HfI6              	4.003588729711137	5.913841	-62.85296037808211	-64.517201	-2.579530103790291
mp-29403             	 GaCuI4               	0.8335887554038184	1.29178	-18.4898823106091	-20.820228	-11.192700144258264
mp-29463             	 LiBeN                	0.99489301369542	1.393619	-107.90545934546277	-127.61817	-15.446633229842766
mp-29484             	 K4HgAs2              	0.9750778292195381	1.308365	-19.134810655389106	-21.573778	-11.305239836114445
mp-29506             	 CsBiO2               	2.2145592839950585	5.708982	-115.70793440635869	-155.949569	-25.80426150048629
mp-29529             	 NaSnP                	0.3609312022594811	0.431802	-10.898863719645409	-11.291363	-3.476101869673235
mp-29585             	 K4CdAs2              	0.9051489143805198	1.220899	-17.48284212963047	-20.155084	-13.258401058360903
mp-2961              	 MgSiP2               	0.22875854701442236	0.308926	-12.702521124115165	-15.685799	-19.01897299515845
mp-2964              	 NaNO2                	5.806448069102784	19.185047	-457.7727125710434	-588.589953	-22.225530653758305
mp-29678             	 AgBiS2               	0.3888429358196372	0.486799	-10.284257715776699	-11.807146	-12.89802196249035
mp-29750             	 CsMgBr3              	2.5577607130412434	4.39416	-62.12454712843885	-61.701267	0.6860152943680188
mp-29751             	 CsMgI3               	3.236661373345175	5.68331	-65.1857341262167	-62.615271	4.105169689701896
mp-29754             	 SrLiN                	0.5520713781639075	0.740473	-31.605178381332358	-38.866422	-18.68256259520787
mp-2979              	 ZnGeN2               	0.38417815096129926	0.498864	-33.70887158726292	-41.079027	-17.94140696841988
mp-30004             	 Rb4Br2O              	3.7027365108068873	6.887094	-96.91392030199154	-104.181617	-6.975987614022601
mp-30041             	 RbBiS2               	0.9107065002419681	1.335573	-30.406340709310204	-34.72068	-12.425849063698632
mp-30056             	 CsCaBr3              	3.7038436136913444	6.202816	-78.91643506579189	-79.003153	-0.10976515609207411
mp-30062             	 Cs2PtBr6             	2.34677872361331	3.250959	-27.995556896778176	-29.857659	-6.23659779630354
mp-30250             	 YAgO2                	1.178902402200863	1.6486	-74.82119083332856	-94.42235	-20.75902492012901
mp-30251             	 YAuO2                	0.9630287857529829	1.300214	-56.87665347807553	-62.002391	-8.266999770903142
mp-30315             	 Ca3BN3               	1.0898411189199761	1.574511	-77.56759839665465	-90.009552	-13.822925819412315
mp-30373             	 RbAu                 	0.8973428658743395	1.075115	-10.136491954362615	-12.005039	-15.564689507775734
mp-3038              	 Al2HgSe4             	0.36434365923017176	0.594931	-12.53576729225274	-13.664954	-8.263377306262873
mp-304               	 Ca2Ge                	0.3680096863391881	0.441927	-8.433480354800041	-9.58985	-12.058266241911594
mp-3042              	 K2SiF6               	4.211251550890906	6.889129	-249.57206150430488	-240.385661	3.821525987069955
mp-30456             	 SrLiBi               	0.528280681448301	0.672648	-10.537342186349758	-11.664628	-9.664138570473424
mp-30459             	 ScNiBi               	0.1468545744906573	0.176799	-4.245658835351628	-5.07136	-16.28165156187635
mp-30460             	 YNiBi                	0.09509926055379103	0.114963	-2.2649580848369064	-2.728093	-16.976507588381097
mp-3056              	 NaTlO2               	0.8773930212504397	1.105315	-49.13412383829243	-58.28602	-15.701700273423317
mp-3074              	 KAgO                 	1.4247720921378342	2.118012	-60.47821194471204	-64.011213	-5.519347142020198
mp-3078              	 CdSiAs2              	0.037352485365389744	0.055469	-1.2251190824264722	-1.43089	-14.380624476621392
mp-30847             	 TiSnPt               	0.18433208101059176	0.225901	-5.2548767303578074	-6.389468	-17.757210297354842
mp-30988             	 KBiO2                	1.62478689254821	3.051103	-98.53319324562707	-123.68476	-20.33521895047775
mp-3104              	 BaZrN2               	0.862670878162859	1.140498	-56.21376726286118	-52.446442	7.1831855874249495
mp-31149             	 Ca3BiN               	0.6750754833148793	0.922227	-30.813515117860472	-35.833709	-14.009696518268669
mp-31212             	 K2MgF4               	4.178621732433457	5.846047	-220.28181976419285	-244.835134	-10.028509321626675
mp-31235             	 BaNaBi               	0.2613123678679166	0.329846	-3.7437455797248735	-4.487847	-16.58036515672497
mp-31451             	 ZrCoBi               	0.4339648998097375	0.524	-14.410904718256608	-17.290978	-16.656508855331325
mp-31454             	 TaSbRu               	0.2148919064381965	0.268881	-7.541139577370469	-9.262359	-18.58294871349222
