Name	Alpha	Mobility
mp-2472	2.360805647793696	11.767077760399886
mp-22903	3.0194662647183086	26.084212304567465
mp-463	4.565788172157438	4.273516656805842
mp-22922	1.2630381673709088	75.41905360730651
mp-22916	2.4085491045646545	26.052509810987946
mp-2176	0.13966340016454734	2316.326330036647
mp-1784	4.291864918047057	7.554711227751071
mp-1138	4.603922838581601	1.8425987423306878
mp-406	0.1093503928220397	4900.389546993742
mp-1672	1.2577537476075948	35.426573890011674
mp-1550	0.21035426718214556	316.725164915157
mp-1479	0.009523042243405512	6327.83755615794
mp-1315	1.106009100226018	51.333989809392754
mp-1000	1.4153126269437202	47.93605207651225
mp-682	4.179045004203044	4.326100492162594
mp-1500	1.830337264925997	23.738371362450874
mp-1415	1.1612528058296254	44.342352630498716
mp-1265	1.5731297232806802	30.068465443359585
mp-1190	0.21739386928238688	1262.8778823429989
mp-422	0.3752785181858715	145.30477548448667
mp-252	0.14590581990442297	399.7284633389884
mp-2490	0.1368431026378826	489.70923018382075
mp-1958	1.1783371731409467	56.72961963306993
mp-1541	0.2849445732638649	208.86442408803094
mp-1367	0.16394572571535565	568.0265224621758
mp-1253	1.781063690651512	30.19541715516476
mp-571222	3.9287169528433354	15.364060050270544
mp-23251	3.090461769835305	17.081625915473154
mp-22867	3.5824949229311147	16.144508215793053
mp-2172	0.16639544468125836	420.52848355159085
mp-20351	0.035590677395067154	15639.996922700126
mp-2758	1.4779153474298183	36.68235662324803
mp-866291	0.7027091975518824	234.0076956294851
mp-30373	0.8973428658743395	144.86124706168138
mp-2691	0.07608449022925752	7549.2110694391
mp-22898	2.5034795618026395	28.88058701860124
mp-11718	4.492992547288679	5.579845838542087
mp-614603	3.4425252105661053	23.153802109605266
mp-573697	3.977764753199667	10.987375724694298
mp-2667	1.0730320179125004	141.58477512535902
mp-2624	0.08483263066920961	762.0507277566197
mp-23268	1.9306296305475763	44.65784176099028
mp-22905	2.6869345047138773	11.603357534560956
mp-1342	2.610013159261952	11.0943110539112
