Name	Formula	Mass	Frequency [meV]	Reference_Alpha	Reference_ZPR
mp-569677	Sr2IN	0.5287762089	0.138288	1.89761	-68.849083
mp-569779	ScSbPd	1.0243119988890002	0.076339	0.220832	-6.09752
mp-569812	BaN3Cl	1.0716493920249999	0.328745	4.81835	-138.46171
mp-570008	Sr3BiN	0.395498858769	0.195327	1.009467	-31.660852
mp-570097	Sr(Li2P)2	0.5070750164639999	0.202494	1.147065	-40.177321
mp-570213	LiMgBi	0.034587816484	0.069446	0.037284	-1.044007
mp-570324	Rb2TeBr6	0.462402720004	0.537515	3.768091	-49.254187
mp-570354	CuBr	0.322039225225	0.067025	1.961001	-27.599653
mp-570485	SrAlSiH	0.320531484025	0.087232	0.219645	-11.35073
mp-570538	NaN3	1.2006395731689998	0.09102	6.745522	-240.821162
mp-570891	KBr	0.32009456136099995	0.051457	4.079905	-76.973358
mp-570935	LiI	0.33120945806400004	0.148594	1.352578	-55.448615
mp-571102	TlI	0.27112015886400004	0.066712	2.13029	-23.592982
mp-571124	Cs2KScCl6	2.997046515204	0.449493	18.915816	-286.164032
mp-571166	CaBr2	0.788417909041	0.240736	5.19818	-118.403779
mp-571222	CsBr	0.36297853552900006	0.058668	4.820269	-63.588698
mp-571306	Ca2Zn2CuP3	0.5563742690250001	0.65897	0.493282	-18.118227
mp-571386	CuCl	0.252608770404	0.06678	2.074062	-37.036932
mp-571461	K4ZnAs2	0.23548794344100002	0.31981	1.37836	-22.945223
mp-571467	Cs2NaYBr6	2.967309417744	0.513536	17.605383	-213.955776
mp-573204	Cs2KBiF6	1.2737831043999999	0.404655	18.316786	-337.538503
mp-573658	Cs3BAs2	0.441109833921	0.662682	2.630363	-35.012463
mp-573697	CsCl	0.39946950529600006	0.050085	4.885531	-92.044123
mp-573721	Cs2SiAs2	0.631851701881	0.485154	1.900706	-28.292605
mp-573755	CsTeAu	0.47613312057599994	0.321925	1.816426	-16.28626
mp-573763	Cs2Te	0.25777147494400005	0.829763	2.83043	-29.970695
mp-574599	CsAuSe	0.39164691748899993	0.340827	3.080334	-28.463141
mp-5782	AlAgS2	0.205196316196	0.288532	0.455663	-18.983333
mp-5784	Na2GeO3	0.420548359009	0.351811	2.510584	-143.697872
mp-5795	CaMg2N2	0.21626313168099998	0.11699	0.994943	-61.970764
mp-581024	CsK2Sb	0.13044015722500002	0.176601	1.183082	-13.344821
mp-581833	RbN3	0.6562798323210001	0.107567	6.788017	-154.487028
mp-5840	LiScO2	0.7483426446239999	0.201539	2.571353	-206.525275
mp-5858	CdPtF6	2.7133172562250003	0.237826	6.160409	-225.017516
mp-5860	K2HgO2	1.1637231376	0.16675	4.596354	-148.765888
mp-5878	KZnF3	0.44282370249999997	0.153428	4.607723	-196.56583
mp-588	GaF3	0.5037734529	0.224189	3.637509	-208.272304
mp-5928	Al2CdS4	0.26442015152399995	0.211641	0.781404	-32.211793
mp-5955	NaSbF6	0.924851502864	0.193944	6.76901	-255.458103
mp-5962	NaMgAs	0.11052167270400001	0.209648	0.708124	-15.756661
mp-5967	TiCoSb	2.149689657124	0.065453	0.573328	-23.234369
mp-5986	BaTiO3	0.744718946841	0.119267	4.832399	-164.584381
mp-602	Te2Mo	0.465226305625	0.260116	0.074568	-2.303844
mp-6026	Na2Mg(CO3)2	1.183711360225	0.292679	5.936874	-322.232103
mp-6058	K2NaScF6	0.5574981689640001	0.320628	8.026812	-269.221071
mp-6059	Cs2KYF6	0.4697046225	0.401597	8.632596	-207.009392
mp-608555	Cs2SnCl6	0.546909058089	0.421485	4.820806	-77.672375
mp-6088	LaCuSO	0.797031130756	0.291534	1.528684	-62.795485
mp-614603	CsI	0.33296362090000003	0.064635	4.267386	-45.338827
mp-616378	CsSnI3	0.144919546489	0.676786	1.678588	-22.705638
mp-6204	Cs2NaScF6	8.827548112160999	0.367816	20.451557	-787.303595
mp-623024	TiCdF6	3.3759615896410002	0.25408	9.792663	-528.495813
mp-625136	CsHO	0.657190712929	0.180562	5.118586	-162.093228
mp-626151	YHO2	0.48073422250000003	0.179212	2.242789	-158.887873
mp-626620	RbHO	0.38723115384100004	0.167264	3.97364	-141.514616
mp-626724	LaHO2	0.5391832726810001	0.196995	2.539465	-159.521436
mp-626785	KHO	0.44429156870400005	0.154729	4.178028	-174.198391
mp-6270	Ba2LiReO6	0.974368384201	0.313066	3.274287	-188.693241
mp-632319	CsH	0.6565374729000001	0.025164	2.26679	-190.721653
mp-634657	NaHS	0.3395742529	0.177382	2.577695	-74.245126
mp-634676	KHS	0.39261753446400005	0.197351	3.42447	-81.703523
mp-638729	Cs2ZrCl6	2.490349111056	0.436737	10.153852	-186.599357
mp-6408	ZnCu2GeS4	0.10180055984400001	0.264481	0.083002	-3.081765
mp-641923	Cs2SnBr6	0.33675853548099993	0.507119	3.23126	-39.55587
mp-642648	KP(HO)2	1.471429650625	0.35085	6.795082	-236.192212
mp-642725	CaHClO	0.40447819219600006	0.236481	2.774897	-130.039451
mp-643002	Mg2H6Os	0.777479535504	0.188242	2.462819	-110.534385
mp-643101	Rb2H6Pt	0.694587229561	0.228096	5.177186	-116.204241
mp-643243	Cs2H6Pt	1.1020338492840003	0.240851	7.000176	-132.989371
mp-643257	K2H4Pd	0.849602784121	0.173734	4.740355	-130.002228
mp-643260	Na2H4Pd	0.520983691264	0.157922	2.581913	-86.437561
mp-643264	BaMg2FeH8	0.7631944321	0.259186	2.184597	-128.860606
mp-643279	K2H6Pt	0.560382496569	0.208319	3.891481	-111.890006
mp-643370	Ba2MgH6	0.4252917967359999	0.204709	1.20793	-129.625195
mp-644203	CsCaH3	0.43469363196900007	0.115045	1.664308	-160.113471
mp-6450	K2LiAlP2	0.529056933769	0.418186	1.256593	-44.886911
mp-6459	CaMg(CO3)2	2.020045366089	0.238611	6.870841	-385.483743
mp-648	Na2S	0.278937141025	0.073959	1.724736	-60.88583
mp-6492	Ba2YSbO6	0.410118564025	0.27479	2.515696	-132.588608
mp-6494	K2Ca(CO3)2	0.932881676164	0.329554	5.503143	-255.639059
mp-6586	K2NaAlF6	0.5327861260839999	0.350186	6.062161	-243.757263
mp-66	C	0.450250394049	0.014611	0.0	0.0
mp-661	AlN	0.296149286416	0.069459	0.74453	-82.116006
mp-6613	Ba2YTaO6	2.506975055649	0.290973	5.999014	-356.937462
mp-6654	Cs2LiGaF6	0.514839255529	0.369797	7.048492	-187.299274
mp-6660	BaNaBO3	0.553724992129	0.363467	3.596906	-173.777306
mp-6686	K2NaInF6	0.586478740761	0.352403	9.576991	-269.131877
mp-672	CdS	0.11827202464900001	0.136913	0.449482	-16.116384
mp-675011	CsPF6	0.585733070224	0.265909	8.957352	-195.337799
mp-675104	Na3YCl6	2.823959255296	0.41477	10.273487	-305.012237
mp-675531	NaBiS2	0.6495392836	0.336667	1.177834	-33.801574
mp-675902	YCuSe2	0.6833832889	0.132149	0.809388	-20.622007
mp-676284	YAgSe2	0.187219770721	0.400222	0.708233	-15.242349
mp-676464	Cd3AsI3	0.12356349825599999	0.383317	0.86895	-11.343236
mp-676861	AlSbO4	0.274017700089	0.128595	1.296379	-106.138078
mp-677335	GaPO4	0.565529568289	0.130185	2.880291	-185.847732
mp-6798	Ba2NaReO6	0.9700319496040001	0.280246	4.093748	-188.734169
mp-682	NaF	0.5597134596000001	0.031655	5.142436	-256.072821
mp-684	BaS2	0.506151142249	0.217303	1.6908	-38.962833
mp-684580	AgI	0.15272698480900002	0.050096	0.567708	-8.580423
mp-684690	Sc2Se3	0.39252731039999994	0.386177	0.806436	-27.003069
mp-684969	Sc2S3	0.46418604134400004	0.312327	1.038569	-45.859368
mp-6867	KCaCO3F	0.6077231483559999	0.199114	4.945101	-225.65905
mp-6870	KBe2BO3F2	0.5884684916890001	0.23329	5.14418	-252.25313
mp-690785	Na2H6Pt	0.41088356400399995	0.194591	2.588345	-89.420789
mp-6920	KNO3	2.828666514496	0.126388	11.272317	-356.470568
mp-6929	Ca2As2O7	0.5232207555999999	0.559577	24.332254	-168.412028
mp-6930	SiO2	0.503728028644	0.201571	1.933757	-196.136243
mp-6947	SiO2	0.44678797008399995	0.111932	1.830304	-212.103675
mp-6949	InF3	0.4969319443559999	0.248134	4.079966	-173.615496
mp-6951	RbCdF3	0.42433238246399996	0.199003	6.402341	-180.19365
mp-6960	Rb2SiAs2	0.734000000644	0.462437	1.89813	-32.299024
mp-696804	RbHS	0.3729838041760001	0.227842	4.078174	-80.604408
mp-697030	Mg2H6Ru	0.849811109904	0.193654	2.44677	-113.412376
mp-697038	Ba2H6Ru	1.5606955212840004	0.204089	4.344414	-140.082898
mp-697044	Ba2H6Os	3.3688216392249997	0.209561	7.29227	-193.245479
mp-697096	Na2H4Pt	0.538753064004	0.158945	2.701786	-84.411937
mp-697133	Cs2CaH4	0.7153691820249999	0.210444	2.275256	-196.468495
mp-697144	RbH2N	0.39497831172899994	0.230635	4.533028	-139.893796
mp-6972	YCuO2	0.702225564121	0.093058	1.750803	-94.49119
mp-6973	CsNaS	0.270925455025	0.244798	2.223825	-54.707877
mp-6980	ScCuS2	0.7788468455289999	0.108714	0.842473	-31.671767
mp-6983	NaAgO	0.564731208196	0.436067	1.110076	-47.13447
mp-6984	K2SiAs2	0.8901356409000001	0.41575	1.892049	-38.942458
mp-6989	BaSeO3	1.0490675776	0.337218	5.463614	-196.236883
mp-7000	SiO2	0.503728028644	0.204164	1.957973	-198.608179
mp-7017	NaNbN2	0.6609137171559999	0.084161	14.308101	-90.803634
mp-7027	InBO3	0.44844451560000004	0.242161	2.296017	-132.102405
mp-7041	CaHgO2	0.643242496576	0.098978	1.761135	-98.213048
mp-7060	LaZnPO	0.28663816899600003	0.276247	0.761024	-32.548943
mp-7067	Ca(CdAs)2	0.038414432016	0.190164	0.077776	-1.843054
mp-7077	KAuS	0.43682053377599994	0.252314	2.983151	-43.989949
mp-7089	KMgSb	0.327574220281	0.231745	0.836265	-18.013497
mp-7090	NaMgSb	0.397882146841	0.225503	1.032272	-21.564713
mp-7100	LaOF	3.244634856369	0.170889	6.753521	-398.740358
mp-7104	CsCaF3	0.44148715802499994	0.169293	5.130155	-186.502621
mp-7128	Cd(AsO3)2	0.26069295756099997	0.219183	1.422299	-90.215315
mp-7140	SiC	0.357899473009	0.066911	0.365565	-43.194295
mp-7148	K2SrTa2O7	0.661821298576	0.411862	2.79623	-182.659533
mp-7173	ScSbPt	1.294739033956	0.076914	0.205632	-4.935116
mp-7176	RbLaSe2	0.6709051517440001	0.152613	2.586163	-58.003001
mp-7188	Al2Os	0.664865744449	0.058544	0.481106	-20.932845
mp-7219	Na2ZrSe3	0.6484549412889999	0.504578	1.78778	-50.506652
mp-7232	Cs2HgO2	0.9362284729210001	0.210963	6.781597	-144.089441
mp-7233	La2SeO2	0.8777741148159999	0.149312	2.228866	-107.819839
mp-7251	Ba2YNbO6	12.030901536481	0.29594	12.843958	-780.536402
mp-7297	Cs2SnF6	0.6634656371559999	0.356403	7.376913	-182.593296
mp-730	P2Pt	0.6533036259839999	0.35364	0.170528	-6.661689
mp-7323	RbBe2BO3F2	0.548943182649	0.232925	4.659047	-218.063459
mp-733	GeO2	0.406192078224	0.232217	1.878023	-123.605603
mp-736	Li3P	0.28874287310400004	0.21618	0.649646	-31.111225
mp-7374	Ba(CuO)2	0.343012862929	0.381735	1.68069	-41.890768
mp-7375	KNbO3	2.967099265729	0.126226	4.25136	-363.506284
mp-7392	Na2AgSb	0.588878203456	0.355531	0.888384	-15.677617
mp-7394	BaAg2GeS4	0.199646325124	0.298616	0.624986	-17.035059
mp-7421	KZnAs	0.054694709161	0.255985	0.070973	-1.436383
mp-743	RbN3	1.1741672881	0.263788	6.821135	-171.780144
mp-7436	KCuTe	0.11139106500900002	0.273943	0.250563	-4.476968
mp-7437	KZnP	0.14690125872899998	0.232043	0.368754	-10.660562
mp-7438	KZnSb	0.0657614736	0.281516	0.085801	-1.500466
mp-7439	K3Cu3P2	0.4700501024040001	0.31024	1.236188	-21.620288
mp-7446	Rb2S3	0.740418946576	0.448494	3.085867	-58.038558
mp-7447	Rb2Se3	0.6940156217760001	0.518724	1.575296	-23.437018
mp-7449	Cs2Se3	0.623406572721	0.56252	1.783844	-23.07313
mp-7457	SnF2	1.8410663458810002	0.5002	9.40428	-284.277805
mp-7467	RbCuO2	1.989262009744	0.257758	6.093341	-155.641694
mp-7469	NaCuO	0.6526700944000001	0.406803	1.372177	-51.442127
mp-7470	RbCuO	0.5170156454439999	0.497928	2.746191	-59.044648
mp-7472	RbAuO2	1.4814054369	0.276782	5.750979	-140.94535
mp-7482	RbHgF3	0.337159067716	0.103315	6.106816	-130.06644
mp-7505	K2P2Pd	1.2103432243359997	0.407426	2.749873	-47.701378
mp-752446	RbNO3	1.8443378280959999	0.379209	72.161814	-273.016881
mp-752580	RbNO2	4.982757019681	0.477972	101.3481	-994.618295
mp-752658	Y2SeO2	0.6217874462249999	0.133828	1.640906	-87.241889
mp-752676	TiBi2O5	0.575904925456	0.542788	2.826684	-122.867725
mp-753098	LiCuF2	1.7148792971559998	0.099307	2.979474	-174.09925
mp-753260	LaAgO2	0.758909291716	0.106054	2.124333	-100.163925
mp-753287	CaCdO2	0.17164863302499997	0.102128	1.043728	-61.571059
mp-753401	Sc2TiO5	3.4110913233959996	0.450348	4.754119	-393.328112
mp-753671	PNO	0.8693567064490001	0.11275	2.186453	-229.191263
mp-753747	Ta3O7F	0.5500120903839999	0.336782	2.681726	-178.063909
mp-753946	LiCoS2	1.018720806489	0.093615	0.174941	-6.958272
mp-754117	YHO2	0.5128278544	0.18355	2.365375	-175.131879
mp-754118	Sr(AsO3)2	0.456927329296	0.223198	2.306562	-145.534714
mp-754212	BaSr2I6	0.650292249649	0.573499	10.185577	-68.790019
mp-754326	NaAgO2	0.736617093696	0.095707	1.280785	-64.5058
mp-754363	Ba2HfO4	0.511043406129	0.227053	2.695121	-152.816133
mp-754368	NaSbO2	0.4330469119689999	0.251485	4.198946	-113.778073
mp-754517	SrCa2I6	0.6603041332809999	0.502786	4.239831	-65.675382
mp-754535	LaAgO2	0.7791416361	0.305334	2.310533	-108.451313
mp-754596	RbGaO2	0.31141757030399997	0.205471	7.142459	-159.116377
mp-7547	BaSe2	0.202261570225	0.265342	0.648616	-10.25106
mp-754710	Sr2CaI6	0.6628288244489999	0.530151	4.264337	-66.489706
mp-7548	BaSe3	0.35560112032900004	0.360693	1.053178	-16.078507
mp-754826	CsScO2	0.387887313636	0.211818	11.86935	-170.070287
mp-755013	Li5TaO5	1.114297693609	0.280541	4.083955	-298.26592
mp-755287	Ca3CdO4	0.337016241961	0.232304	1.800022	-115.457433
mp-755293	Sr4Sb2O	0.22579508204100002	0.276028	0.86891	-19.113781
mp-755309	Li3NbS4	1.959753607744	0.2493	1.997796	-109.626882
mp-755586	NaLaO2	0.440260117441	0.256936	2.520927	-151.254615
mp-755756	Y2TeO2	2.627271424996	0.143909	3.575723	-120.061345
mp-755895	Ba3Zr2O7	0.6733351249	0.429242	2.623961	-160.383801
mp-7566	InPO4	0.36913522922500003	0.312787	2.436575	-138.205205
mp-7569	KAsF6	0.8913833451610002	0.235578	10.423026	-271.534561
mp-757	Li3As	0.28222975000899997	0.238813	0.612448	-24.233826
mp-7572	MgSO4	0.503022796081	0.296702	2.985417	-208.926307
mp-7575	LiZnN	0.10834367233600001	0.051724	0.293516	-18.801717
mp-7581	MoSe2	0.569258178064	0.068498	0.038199	-1.419205
mp-760	FeSe2	4.709876550624999	0.175812	0.532726	-22.072248
mp-760375	Li3VS4	2.1086292605440002	0.244198	1.926846	-111.72382
mp-7604	Mg3NF3	0.38333186304399997	0.183301	2.594874	-181.43942
mp-760400	Na5BiO5	0.368066689225	0.336486	2.111149	-103.285401
mp-760417	Rb4I2O	0.3244099849	0.384918	3.979098	-76.152545
mp-7608	Li2PdO2	0.9916973055999999	0.108206	1.765931	-115.030262
mp-7610	Li2CaSiO4	0.494825019844	0.178536	2.650762	-187.696455
mp-7611	Li2CaGeO4	0.47498561286400004	0.188771	2.381191	-161.879126
mp-7618	Cs3YF6	0.5098831117209999	0.327741	10.613318	-206.97654
mp-7622	KSO4	13.524079800099999	NaN	NaN	NaN
mp-7631	SiC	0.5979232950250001	0.28578	0.42368	-50.021001
mp-7639	Na2CuP	0.310615614241	0.286069	0.792288	-20.572447
mp-7642	K2AgAs	0.40678884000000004	0.356612	1.472055	-24.550313
mp-7643	K2AgSb	0.426786517521	0.38498	1.454381	-20.927679
mp-7650	RbScO2	0.6743431618560001	0.270554	2.702543	-181.833678
mp-766	As2Ru	0.828147320676	0.185624	0.375931	-13.098854
mp-7667	K2S3	0.7284946833610001	0.404128	2.545265	-57.769402
mp-7670	K2Se3	0.962127536161	0.472903	1.535132	-27.594871
mp-768368	K4I2O	0.33266593998399996	0.327209	3.423991	-78.23877
mp-7684	Tl3AsSe3	0.215907986281	1.217434	48.468842	-8.664511
mp-770932	LiSbO3	0.43556436072900007	0.2471	1.79158	-132.907953
mp-772290	LiAgO	0.709824785121	0.380213	0.8936	-56.251222
mp-773137	KCaBi	0.15978567182399997	0.277839	1.141178	-14.124815
mp-7738	LaSeF	0.377030384784	0.208649	1.587535	-50.515546
mp-774907	KLiZnS2	0.254861406244	0.151767	1.675237	-48.774727
mp-7752	Sr3SbN	0.38930486724900004	0.190453	1.135845	-36.972547
mp-776532	HfO2	0.7228859515289999	0.155244	2.579178	-202.926252
mp-7770	Sr(ZnAs)2	0.210988642225	0.186615	0.257369	-6.543316
mp-7773	Na2AsAu	0.133444820601	0.340252	0.474301	-8.946863
mp-7774	Na2SbAu	0.329676930625	0.364245	0.635326	-10.374064
mp-7786	CsCu3S2	0.521250788529	0.226414	1.421824	-17.561868
mp-7801	CaGeN2	0.3068694657639999	0.200644	1.103058	-71.270605
mp-7825	K2GeF6	0.6645494096010001	0.303528	7.25812	-241.03299
mp-7848	AlPO4	0.570259074025	0.128541	2.625975	-216.254675
mp-7849	AlAsO4	0.580365141489	0.133171	2.63876	-177.591446
mp-7863	Rb2Sn2O3	0.46976630602499997	0.290065	23.882931	-168.649623
mp-7886	Cs2RbYF6	0.47057542022499993	0.403694	11.063571	-219.164348
mp-7891	Mg3As2	0.08169421568400001	0.15293	0.358626	-11.129544
mp-7895	Rb2O2	0.6697736496090001	0.121959	3.987079	-139.018029
mp-7896	Cs2O2	0.560623567504	0.128544	3.388269	-107.068123
mp-7903	Cs2ZrF6	3.7189772562250005	0.367589	17.567519	-504.930968
mp-7906	Al2HgS4	0.24747540596099998	0.224206	0.910155	-28.892569
mp-7907	Al2ZnSe4	0.184824327744	0.23824	0.450613	-16.151229
mp-7908	Al2ZnTe4	0.320300534401	0.273827	0.382156	-11.151229
mp-7909	Al2CdTe4	0.200868001489	0.284788	0.344532	-8.804359
mp-7910	Al2HgTe4	0.27201753180900007	0.296337	0.472502	-9.050458
mp-7911	KCuO	0.593160288561	0.445022	2.301922	-63.349678
mp-7914	NaScO2	1.1874221167209997	0.090203	3.478402	-259.289562
mp-7921	MgPdF6	6.383182038015999	0.21921	8.24367	-452.542026
mp-7931	SrP	0.37353121358400004	0.461607	0.891168	-27.193372
mp-7936	LiNbS2	0.530163103129	0.242752	0.248021	-10.268995
mp-7937	NaNbS2	0.5556942116010001	0.266199	0.253465	-6.11037
mp-7938	KNbS2	0.914656966129	0.27578	0.346512	-6.902057
mp-7939	NaNbSe2	0.5178932439039999	0.308652	0.228913	-4.990532
mp-7940	KNbSe2	0.8074585965690001	0.318513	0.298013	-5.375804
mp-7955	Li3Sb	0.27663181776400003	0.261001	0.513939	-17.798444
mp-7956	Na3Sb	0.06392553722499998	0.351308	0.324018	-5.683691
mp-7958	KLaO2	0.864020443729	0.112844	3.791997	-212.216813
mp-7972	RbLaO2	0.707242314529	0.122331	3.439096	-182.909252
mp-7979	K2PdF6	4.214566749481	0.312608	14.169232	-367.269808
mp-7988	Cs2O	0.361378917904	0.104476	1.89604	-63.414856
mp-8000	SrSn(BO3)2	0.673929348624	0.246278	3.615399	-184.876834
mp-8016	AlCuSe2	0.10783014062499999	0.287677	0.155369	-5.951093
mp-8017	AlCuTe2	0.09881277902499999	0.314379	0.099234	-3.197073
mp-8039	AlF3	0.5545572385959999	0.084746	3.836821	-297.106956
mp-804	GaN	0.169061591241	0.083911	0.459394	-40.72633
mp-8041	Rb2S	0.33392680249600004	0.100487	2.440415	-61.111855
mp-8042	ZrGeO4	1.0290661960410001	0.307119	2.609964	-182.721717
mp-8058	YAsO4	0.472258958521	0.341899	2.305517	-146.588359
mp-8062	SiC	0.30480226392100007	0.018398	0.3253	-38.557623
mp-8098	InGaO3	0.19104766809999998	0.295468	1.035118	-69.86737
mp-8127	K2Mg(CO3)2	1.1079983382250003	0.310664	5.268163	-282.982413
mp-8145	RbScO2	0.641245405284	0.102999	2.644329	-172.248268
mp-8147	K2As2Pd	0.47908961856899995	0.447526	1.661072	-22.516104
mp-8161	CaPdF4	1.8760506961000003	0.37897	5.540301	-261.682156
mp-8175	KTlO2	0.295292254464	0.109546	1.352019	-68.814194
mp-8176	RbTlO2	0.270919209001	0.119504	1.309578	-62.512363
mp-8177	HgF2	0.2677752009	0.070048	1.974465	-78.936
mp-8180	LiNO3	4.161338884096	0.247179	9.525436	-572.587374
mp-8187	K2ZnO2	0.36559678531600004	0.35265	3.390745	-124.869591
mp-8188	KScO2	0.818375338881	0.095337	2.979226	-207.304729
mp-8200	AgP2	0.49208401116899997	0.435424	0.059497	-1.190036
mp-8207	Zn(PtO2)3	1.479441640329	0.268304	0.730588	-19.917421
mp-8208	Mg(PtO2)3	1.3124016512010002	0.257242	0.577777	-21.89973
mp-8212	Cd(PtO2)3	1.7590239435239998	0.273039	0.523461	-15.083703
mp-8217	Cs2GeF6	0.6290853362009999	0.333383	7.493483	-178.463088
mp-8224	CaSnF6	0.771514532881	0.198329	5.98464	-274.688819
mp-8235	K2SiP2	0.768141814969	0.369967	1.949875	-52.317776
mp-8248	Rb2TeO3	1.233270217729	0.471359	13.538654	-242.865721
mp-8256	ZnPtF6	2.964206125969	0.227978	5.504402	-243.132989
mp-8257	Na2ZnS2	0.24021663416100003	0.379446	1.829886	-55.756756
mp-8262	K2P3	0.6452041365160001	0.401943	1.893421	-38.400415
mp-8267	KPS3	0.7790780837160001	0.38795	3.408753	-61.963636
mp-827	KN3	1.224849079441	0.241627	6.33291	-192.054484
mp-8276	Sr(ZnP)2	0.462323843136	0.165846	0.49112	-17.653827
mp-8277	Sr(CdP)2	0.09135506250000001	0.176339	0.232312	-7.613725
mp-8278	Ba(MgP)2	0.4964372038889999	0.149778	0.879023	-29.346153
mp-8279	Ba(CdP)2	0.186327765649	0.185467	0.304134	-9.241727
mp-8280	Ba(MgAs)2	0.47957010009999995	0.168669	0.834967	-20.450413
mp-8289	SnF3	0.48785754702399997	0.217222	4.505298	-165.390215
mp-8291	BaTiF6	4.047689300769001	0.232534	14.178629	-582.626818
mp-8298	Sr4P2O	0.292082959809	0.286195	1.603813	-42.289204
mp-8299	Sr4As2O	0.2710680921640001	0.302963	1.73765	-32.436882
mp-830	GaN	0.15660698169599999	0.022003	0.42475	-37.406258
mp-8300	Ba4As2O	0.214037620164	0.359029	1.868922	-23.205789
mp-8311	Si3NiP4	0.48754189056400005	0.213215	0.127884	-4.180137
mp-8335	Ba2ZrO4	0.699685406784	0.227883	2.913543	-165.211716
mp-8361	CsTe	1.0387686400000002	0.477257	2.698481	-28.587694
mp-8399	CsCdF3	0.39865206932099995	0.178088	4.248388	-142.64379
mp-8402	RbMgF3	0.4644695104	0.137425	4.046248	-202.875956
mp-8405	Li3LaSb2	0.260001069409	0.199507	0.395408	-8.962442
mp-8407	Li3LaP2	0.31098244496399996	0.166309	0.595341	-20.661187
mp-8409	KYO2	0.710200594756	0.102414	3.133307	-193.96947
mp-841	Li2O2	1.107682576225	0.205212	4.178614	-298.929506
mp-8411	Na2AgAs	0.22780574409999998	0.332123	0.652414	-12.805461
mp-8426	K2Se	0.31467836544399996	0.09405	2.402115	-49.025587
mp-8430	KLiS	0.338277171456	0.18783	2.060534	-75.009673
mp-8446	K2CuP	0.417773493316	0.31865	1.543653	-32.097471
mp-8452	NaLiS	0.30685173936400006	0.176791	1.978953	-73.044952
mp-8454	KF	0.495558273681	0.039231	5.69283	-220.461526
mp-8455	CsF	0.9471922046440001	0.050443	8.27298	-232.671619
mp-8459	CdSO4	0.43356430393600004	0.349587	3.93258	-151.812742
mp-856	SnO2	0.1726984249	0.144838	1.002339	-64.965906
mp-8579	Ba(AgS)2	0.15002375424099998	0.204481	0.60507	-16.794186
mp-8615	NbBO4	4.638367693969	0.268247	3.69665	-346.058237
mp-861937	Ba2AsAu	0.159303958641	0.175799	0.231383	-3.93752
mp-862631	Ba2SbAu	0.23142257209599998	0.192625	0.275163	-3.848645
mp-862868	PbBr2	1.145623434244	0.317146	5.045931	-86.171742
mp-862871	PbCl2	0.632053620324	0.26743	4.219156	-109.525734
mp-862947	Ba2BiAu	0.17911686128399998	0.208571	0.204221	-2.262972
mp-864954	MgMoN2	0.926315777209	0.192358	0.368354	-23.451903
mp-865185	Mg(BeAs)2	0.30740593136399996	0.134422	0.487091	-18.85579
mp-865427	KSrCO3F	0.607746535561	0.223801	7.433183	-236.42065
mp-865500	Na2Hf2O5	0.45512293838400003	0.285288	3.04057	-170.381514
mp-8658	CsNaSe	0.23651978688900002	0.27297	2.202548	-37.567231
mp-866132	Na2TlSb	0.095528591929	0.173682	0.320992	-2.876506
mp-866141	TiFe2Si	1.1876989138559997	0.087507	0.209415	-10.316406
mp-866291	AgBr	0.172084758561	0.048586	0.874886	-15.058212
mp-867169	Sr2SnHg	0.177942236224	0.179169	0.039485	-0.457302
mp-867193	Sr2BiAu	0.2265379216	0.188064	0.130764	-1.819491
mp-867194	Sr(MgAs)2	0.504564446929	0.160788	0.803116	-22.38728
mp-867203	Sr2CdAs2	0.09209343396099999	0.446017	0.316569	-7.111054
mp-867261	RbSrCO3F	0.561363574564	0.214863	5.217148	-194.132117
mp-867300	Rb2Hf2O5	0.677177576464	0.301837	2.900591	-194.86616
mp-867335	K2SbAu	0.346278110116	0.405741	1.473046	-18.770275
mp-867339	CsK2Bi	0.06905753294400001	0.185443	0.494789	-4.062985
mp-867699	Li4TiS4	1.1215339506250002	0.27132	1.83895	-96.962263
mp-867730	Cs2SnO3	0.3775733809	0.482299	3.806858	-102.299566
mp-8697	ScBO3	1.4187930591609998	0.228063	3.725826	-292.226893
mp-8703	Na3SbSe4	0.47767864644899993	0.358351	1.944071	-35.705569
mp-8724	K2TeO3	1.6273543596840003	0.452246	11.273986	-281.981853
mp-8751	RbLiS	0.31309844070400006	0.203754	1.976999	-66.409845
mp-8752	Na4CdP2	0.18905451841600002	0.276499	0.69837	-19.883118
mp-8753	K4HgP2	0.293451890944	0.308344	1.48293	-30.985667
mp-8756	KLiSe	0.26617654192900003	0.209334	1.791809	-49.689635
mp-8759	Cs2ZrO3	0.860545654336	0.477079	5.184621	-165.349804
mp-8789	Ca4As2O	0.288366852004	0.248135	1.079137	-32.334447
mp-8799	RbNaS	0.271254514041	0.233524	2.369946	-60.606498
mp-8812	Rb2GeF6	0.645053135104	0.335436	7.836679	-206.844625
mp-8818	Ca2ZnN2	1.6936705909210001	0.131372	2.149329	-119.661968
mp-8857	Cs2As2Pd	0.6596266062759999	0.522605	2.612254	-25.415983
mp-886	Ga2O3	0.23394924448899998	0.271485	1.284167	-89.662999
mp-8861	Rb2MgF4	0.483328067524	0.233718	4.930921	-198.510688
mp-8873	LiGeBO4	0.5911287848010001	0.142648	2.161292	-195.28576
mp-8874	LiSiBO4	0.575653003524	0.135895	2.232554	-230.696619
mp-8880	AlP	0.430431781329	0.098058	0.284272	-17.122871
