Name	mass	eps_ionic	eps_static	volume
mp-10614	0.9661	8.141062246440976	18.67409363873267	65.3851172044
mp-10615	0.4672	9.096959912643786	21.469888714974427	73.5908035927
mp-10616	0.4083	9.507820039539148	20.758797580836127	78.8599348818
mp-10627	0.8777	5.965517056861269	25.771366956162247	46.7916683571
mp-10653	0.5989	7.910118252038935	25.834709049736556	64.6732686105
mp-10680	0.9041	7.254262514250168	28.689462757244932	60.4905238428
mp-10694	3.3089	2.243400631416761	8.270348822053492	64.8228323964
mp-10695	0.4087	6.184230819618097	9.10918714713613	38.3919416549
mp-1070	0.2322	7.998329004693289	11.246883218471618	112.607588378
mp-10748	1.221	6.539901296966635	6.7901482152877835	159.970269539
mp-10760	0.5401	6.756853926468502	17.66248585756485	40.487559541
mp-10776	0.7309	6.092997057391889	11.570217644084321	278.347366218
mp-1087	0.6625	4.853013561401057	11.467281359831654	53.1517306532
mp-10918	0.6923	4.926881266676835	9.76708823945853	129.099796664
mp-10919	0.6016	6.2177606067546325	10.753725682283642	128.429239237
mp-10955	0.1278	283.89054539367794	322.24505461990947	193.624329327
mp-10969	0.84	4.359089983643431	11.262749004910193	52.1101174031
mp-11019	0.6907	6.0433408987474095	10.39729620395738	87.0746770614
mp-11020	0.5825	6.312640069432834	11.304756314767836	95.2236134717
mp-11022	0.8314	6.073483165087526	12.927393892875124	108.056760342
mp-1105	0.7711	3.648301520502134	15.487444348315156	48.6286838602
mp-1106	0.4421	15.388730544552894	27.89538791698132	383.752492037
mp-11123	0.4659	6.469372283715401	14.191664397187706	364.807102127
mp-11175	1.1641	5.071496008100161	7.803934752128857	145.572097033
mp-11265	0.4701	18.209592672615347	30.667271943806533	440.258752224
mp-11327	0.5542	3.407947500751454	6.171960341356528	125.604095796
mp-1138	0.9442	2.082878952990456	9.31066561370822	16.0176368647
mp-1143	0.621	3.236264812160211	9.917381292968232	85.3116164402
mp-11520	1.012	18.68680743447852	21.563089802094904	61.6995897151
mp-1153	0.633	3.9667437972486277	7.454393044083202	45.2113331767
mp-11583	0.6635	9.710138195057585	22.29511794057881	142.333934102
mp-11659	1.8117	4.098935238497612	17.87964156952945	119.121413021
mp-11674	0.4326	6.325904886583746	9.66582243201796	245.45971081
mp-11695	0.9896	6.474903273381294	10.552900321893373	217.707609559
mp-11703	0.7206	5.689565093183572	11.612535199692237	229.178930056
mp-11713	0.6063	7.7645526478728675	11.355712678357133	103.425305597
mp-11714	0.5942	7.232370716655267	10.622574192116545	82.7228745206
mp-11715	0.8506	3.428956128612204	8.651371076428996	96.3496943077
mp-11718	0.6821	2.1421740992413083	7.0054437639514475	44.0846465159
mp-11719	0.5214	4.693151242678681	8.337025463106398	232.532052161
mp-11739	0.7788	6.401083700258007	12.559141634602502	150.439609401
mp-11824	0.7053	8.47457495851412	43.79229672033174	101.255623375
mp-11869	0.7546	19.285824189134	23.328758994891277	62.2119002583
mp-1190	0.3023	7.902823903808483	10.80267320506392	44.6674800856
mp-11917	1.0652	4.688992433395964	11.912870957701891	37.9521785134
mp-11918	0.7331	5.308231671801926	14.890816811663347	103.099781215
mp-11919	0.6635	5.1688291614610975	12.720377285891349	116.439267069
mp-12016	1.0247	3.5174510881006533	7.632791917829542	350.243427068
mp-12317	0.7651	3.1530024245787787	7.680204076480528	67.4251158478
mp-12418	0.4958	15.031564983148701	27.499791273736406	355.415721442
mp-12427	1.795	4.548560881534602	28.052867954454985	121.229121145
mp-1243	0.477	4.473238691318289	14.995719526582523	96.9437089164
mp-12444	0.5642	5.4289606814480775	12.838669020430777	129.739502463
mp-1249	0.7258	2.036596129325905	5.429680418170794	65.7855121131
mp-12509	0.871	9.317607956681792	19.67275361097666	127.994490554
mp-1253	0.6512	5.545276120320345	13.669749831328735	70.6353511957
mp-12532	0.4769	6.328449587462689	10.488472846842019	175.186817165
mp-12535	1.0007	5.0091819874073895	8.896466435218215	346.198304843
mp-12558	0.5538	8.185733983935142	12.80227446474276	58.2010548336
mp-12622	1.3613	2.8319058657988614	6.324070208811379	178.838683731
mp-12623	1.3094	2.8049934998332082	6.565368401575113	204.694018021
mp-1265	0.5865	3.2333463183961486	10.423903937532337	18.7045854411
mp-1266	0.474	3.991338231596864	7.29768715403096	77.6923918448
mp-12779	0.241	8.677158607388424	11.367312125297607	136.955879387
mp-12814	0.5707	11.782742838365605	37.8217340638359	320.530543989
mp-1287	0.8118	3.213108459933364	5.794110981370745	353.931284188
mp-12885	1.1284	3.5099485267952693	9.00288827842481	205.760748701
mp-12894	0.8108	5.215759230990461	13.653963590532056	80.028719325
mp-12903	0.5659	12.048169874062301	18.98740813824376	225.688263646
mp-12908	0.6669	14.44548973104765	27.70139605548905	83.0664378442
mp-12927	0.6639	5.690188562913947	14.462349556595717	132.328072002
mp-12954	0.6828	8.715891641531389	9.760942127553161	110.019782161
mp-13031	0.4283	4.773944547829019	7.258907764143209	52.3401163538
mp-13032	0.499	4.157364551190687	6.711748702856993	45.1550784515
mp-13033	0.4041	5.623934801436312	7.952595751492455	66.7617516527
mp-13056	0.8907	4.704615828782752	45.0081837146556	158.62293362
mp-13097	0.2256	10.116006758945556	17.72520239946985	119.668999785
mp-13099	0.5639	6.694891773577759	12.129865240796917	35.6915035983
mp-13109	0.7966	4.389569279357023	34.2356045333991	134.192309073
mp-13133	1.358	3.316111915105252	13.094842793803284	186.984359824
mp-1315	0.5896	5.562950623890684	14.938912161793393	34.815291185
mp-13275	0.4469	7.901059192030097	17.754708542142453	222.314273878
mp-13276	0.7357	8.187458925326238	21.353752418466446	129.014004418
mp-13277	0.6738	9.182214139952068	27.932099851869843	148.88577137
mp-1330	0.6311	5.102944130335218	17.427021180559105	16.534210544
mp-13356	0.6917	3.993741877229081	17.303334520030383	157.800426444
mp-1340	0.3546	8.475830531214479	12.196595804960824	243.570403322
mp-1342	0.7123	4.325229893661405	83.37586410157637	41.7859991799
mp-13445	0.6801	8.081578080352756	12.728009700734539	298.0995275
mp-1345	0.7012	8.20531094281365	12.625970984947367	279.263144576
mp-13548	0.8534	7.4738690740327245	25.76920093498869	210.179788922
mp-13610	0.8053	3.0068928654987173	7.700906028012705	113.89385181
mp-13660	0.4855	10.193559033807928	28.217659936566303	173.378022115
mp-1367	0.5049	17.3968240663001	25.355438409387922	63.2813539123
mp-13676	0.5581	4.064894775501476	17.647996593864594	157.970933442
mp-13800	0.8416	2.5033432707436547	8.859028560436139	181.407101027
mp-13868	1.5336	5.175603859534496	5.804858967686721	127.205911128
mp-13898	0.7409	2.3938116829727245	7.716694104247922	174.653966451
mp-13900	0.5333	6.356531933282457	14.479877538042793	142.725045967
mp-13903	0.7374	2.411694080088894	6.35110295880446	109.257482857
mp-13907	0.7291	2.3331750928010377	5.839292755835758	124.940186908
mp-13925	0.6705	2.3423472713060227	9.408584590825987	182.13343933
mp-1394	0.5815	3.570133525147807	10.159869171281583	74.8538106878
mp-13948	0.7231	2.334922896293469	8.828979372565298	172.897209121
mp-13949	0.3324	10.883431532503241	13.624239801049374	220.092983143
mp-13983	2.6067	3.9648197212124603	6.799678177665526	97.5663822705
mp-13984	2.2662	3.449885398273344	6.053650627039379	109.240063452
mp-13992	1.2813	6.15867396188581	9.798694938755991	237.328696633
mp-14017	0.3334	7.402444581043671	12.809622099656803	334.446001375
mp-14037	0.9324	3.3125582519101635	18.499846523455282	151.801292856
mp-14038	1.3702	2.431159083269053	6.523822150049453	151.886678654
mp-14088	1.5825	2.3213784117483955	5.8527736395181655	156.867489586
mp-14091	0.3444	7.540559883409654	9.688030376640564	192.370606793
mp-14092	0.3173	9.312596576114291	11.021174333320674	239.472773504
mp-14116	0.9508	12.118941399495192	13.442860507626852	46.0527347287
mp-1413	0.8639	19.210978700611975	31.411522040352637	85.7531459905
mp-1415	0.6457	5.844476776797903	11.981422299650438	50.4754810006
mp-14175	1.5051	2.811161189192242	13.53773293000527	178.949667996
mp-14205	0.6268	8.427989712049639	13.175132056030126	189.322092618
mp-14206	0.5499	8.857808148603155	14.444243669231852	214.243284381
mp-14285	1.2475	23.171723898310518	33.31590990218828	151.612978327
mp-14333	1.2857	3.860843507750562	11.15915748908897	140.616434872
mp-14398	0.8565	3.343788935006657	9.166008956472451	110.010262813
mp-14437	0.7818	3.75105937085879	15.065776778380112	66.7845256748
mp-14588	0.9003	7.299144424705483	12.720712501229537	222.958242857
mp-1479	0.5897	9.443706593449138	9.569636681486267	23.1005035053
mp-1500	0.6714	5.038900877725683	14.540452637169862	63.8887471381
mp-15157	0.6727	2.3720019731390836	9.924074546699208	146.399801456
mp-1519	0.617	6.875033030958107	12.467773635777137	62.2527481284
mp-1522	2.0451	20.59980532868699	27.482585514905207	77.8248388663
mp-15349	0.7221	3.0633255462176	6.762876072297226	127.090632661
mp-1541	0.6024	6.116549742459668	7.733805401325031	33.7600743808
mp-1550	0.5798	8.422233583253828	10.580301109945136	40.894762125
mp-15556	0.7894	5.9467036387078185	8.87226500451065	345.135629582
mp-1565	1.0956	5.81379424064347	40.91884584360535	32.4275254203
mp-15668	0.4672	6.85365835458435	10.184287018588066	198.100544128
mp-15684	0.6533	6.71094626465123	11.509679168043162	215.948062252
mp-15685	0.5619	9.87427199103521	15.515432162298927	163.824512933
mp-1569	0.5611	7.040042384196263	14.568041553311842	20.1061196788
mp-15703	0.6245	4.773919347605144	7.113953477848387	48.7468588468
mp-15704	0.6005	4.57877142599894	8.517429572993297	66.5843433756
mp-15724	0.2869	9.88874512379863	19.01335697298074	113.528458865
mp-15776	0.3564	8.203037593528183	11.184702963571777	164.71118139
mp-15777	0.5715	11.41358482328314	14.020811774031097	207.438158454
mp-15781	0.8506	4.821523419140292	12.131059825441321	112.568162106
mp-15788	0.6972	6.214629650589695	17.792513903718735	78.454895309
mp-15794	0.6753	7.244366727342518	18.55493565249254	88.9294919678
mp-15896	0.2404	12.944955103498392	14.726997247261089	242.897509091
mp-1591	0.6092	8.44033715977647	17.47561453184543	80.4235150375
mp-15951	0.8122	1.8291782520177642	3.486540920945188	101.746143933
mp-1598	0.2762	8.882094278343164	15.660435616926351	184.373478873
mp-15988	0.7107	23.12625417427318	31.808034290564578	60.8996484721
mp-15999	0.6095	5.759314139571001	9.761979300804134	199.307568956
mp-160	1.1506	9.45736302886363	9.574135030416626	86.0559729854
mp-16236	0.3364	6.575071792436535	13.531834625475815	150.433459234
mp-16264	0.7547	10.605611097814776	18.09292116328442	284.988797463
mp-16337	0.2852	13.415002227480192	16.993513451021325	219.553551946
mp-1634	0.7343	12.665083502844958	13.024270319647657	121.432922143
mp-1639	0.6363	4.5718060727053755	6.822288808032001	11.739795488
mp-16577	4.7185	2.3310185731988087	8.20687565149758	135.281679048
mp-1672	0.6656	5.21866194247133	11.664577716043006	44.6426110858
mp-16742	0.499	6.374359584357601	13.655303152951502	192.019633274
mp-16763	0.7421	6.967878340696104	13.097434791921485	137.077911548
mp-16764	0.7384	6.738999118200037	12.548117715954444	287.325674633
mp-1700	0.6089	4.613090418923567	8.373570635344459	20.9624651095
mp-1747	0.5404	3.5364697883134384	6.074098894987726	132.404807763
mp-1778	0.6935	3.1261919808058187	7.0048411902016285	13.6790109319
mp-1784	0.6329	2.424521945188612	10.020078812766378	52.6457653526
mp-1794	0.6965	3.6903873826642473	312.06444501600066	11.8199719467
mp-181	0.5223	46.24776538574183	53.03470651624258	283.639570835
mp-1873	0.6565	2.5995294547115027	8.024630988507454	69.2694966826
mp-1922	0.5307	19.195430764717635	25.50986431426096	207.215576638
mp-1958	0.6125	6.2098332900542434	11.492779286962095	72.0753239616
mp-1960	0.721	2.9309275092511418	7.409773394954446	23.9686339826
mp-1968	1.1556	4.866584247515704	26.58566084796298	79.5779998899
mp-19717	0.3584	29.344529514088272	178.48350018259865	66.9134999398
mp-19734	0.9002	2.4355134181590374	6.1429349205845245	114.270135572
mp-19765	0.2345	16.014019870909316	20.089558549526846	241.214655444
mp-19795	0.5083	10.472911064301854	18.894416298137887	184.710867915
mp-19833	0.2403	18.19273416430376	21.861133959587406	191.118320158
mp-19851	0.5074	8.128931681815695	12.077422712087333	266.205507136
mp-1986	0.3542	6.81214947010009	12.106293503476309	23.447440732
mp-20015	0.5938	4.542490476248727	17.569078367531265	114.501910966
mp-20027	1.1303	22.281867832375635	37.029940439544	73.665921757
mp-20072	0.9094	4.97704549208982	12.340902759623182	70.5681813291
mp-2008	1.2606	28.942186165130376	47.068901107795234	87.9537047025
mp-20098	0.6511	5.177195132759846	31.276143254544696	123.375715994
mp-20187	0.4509	6.104400096973401	9.006657478858958	206.6840765
mp-20256	0.3969	6.730304125985786	13.426463110145905	370.345523053
mp-20282	1.0891	3.0146478521891664	15.563997581779773	218.446987121
mp-20289	0.6466	6.113872219887045	14.603776459291435	83.0495626789
mp-2030	0.5791	16.555561495165207	20.94974066342641	173.902142558
mp-20329	0.5476	5.725243366672901	9.096829225114508	117.33412039
mp-20351	0.2094	16.733806187554674	19.782793984764954	50.865381793
mp-20459	1.1348	7.100573942281999	63.739500853585035	62.835551486
mp-2064	0.6477	2.387780969998948	11.778168403133911	37.8509522377
mp-2068	4.4513	8.438169643519863	9.345483143624513	93.4992792609
mp-2072	0.5595	5.655188716396704	8.078248970623845	319.826620067
mp-20731	0.2594	12.278623604056296	17.10662418124512	197.439627579
mp-2074	0.6174	10.506524704457906	22.175283636171137	68.3137867649
mp-20782	0.4361	7.408131663781202	10.06171180707283	259.499068331
mp-2079	0.7808	4.831722839677379	7.831000447178913	310.100142874
mp-20790	0.5858	6.008837577682439	9.551229374208706	143.303051798
mp-20832	0.2918	11.533407816045253	14.510457370144422	229.525269208
mp-21166	0.4193	17.580900868609287	27.399023418522983	415.92523733
mp-21228	0.4944	5.8972032056638986	12.845475220036707	140.287337803
mp-21276	0.3374	17.201487131447095	134.57389557297785	51.4442386465
mp-2133	0.3766	5.288987841644012	10.350906754051776	46.9493559206
mp-21374	0.2883	11.316799702059924	14.360560175968804	241.79902517
mp-21510	0.326	8.124608877292655	14.031965756750909	345.791931427
mp-21511	0.3969	6.799174124228399	12.883990605779346	322.189088134
mp-2172	0.5766	9.810302491987372	11.796354176826581	45.6764927096
mp-2175	0.5417	4.729543049754448	59.49101241749528	42.1468546205
mp-2176	0.2867	9.642290870591426	12.089372376149768	55.8632626624
mp-21855	1.2313	8.938126193033455	9.408025014375104	166.896501804
mp-22003	1.2349	2.2700336095301408	4.793313072597769	58.4550027265
mp-2201	0.3072	21.718442960798114	142.42993011980678	56.8129548363
mp-22255	0.5267	7.467511301480667	10.772229541745027	282.525704422
mp-2229	0.4343	5.435627815750301	27.129819834360507	19.320086296
mp-223	0.6373	3.2093476464691175	6.423681144395991	122.445559789
mp-22304	0.3128	8.661626520087363	12.060712309497594	197.425806023
mp-22313	0.9808	4.422850196974396	8.703500962574916	67.7095209272
mp-22323	0.3869	5.178256271828114	13.138575160220878	127.854715111
mp-22450	0.5791	5.569987872540336	30.225174337344374	128.773978704
mp-22473	0.5933	7.872811999202351	17.413956975047675	95.2405308271
mp-22483	0.4569	10.282620723748305	20.403816661630135	240.891837191
mp-22607	0.313	8.802861993474417	12.14787160738522	185.434117648
mp-22660	0.5477	5.754082292052159	9.130910693818462	58.6628239701
mp-22851	0.5981	2.7965319501303996	15.262547563417348	40.9608093271
mp-2286	0.6141	4.418542777015416	7.850833483002932	52.5294263691
mp-22862	0.623	2.572570789547936	6.029310833024933	43.9893709297
mp-22865	0.8916	2.9828573198425374	8.425112527672086	67.2101151362
mp-22867	0.603	2.5882012719326095	5.319986819604235	80.1575666811
mp-22875	0.4203	6.59342650847624	47.54097425477558	59.935874752
mp-22888	0.8968	3.3177089689047925	7.487571176931267	191.185381498
mp-22894	0.3929	5.478750203987239	6.987690573504104	134.772483459
mp-22895	0.374	6.982684419710659	8.110940131328599	52.6387024555
mp-22898	0.5638	2.9560136244876207	5.473585605407091	85.9894007753
mp-22899	0.7504	4.349079025250492	13.894419903439	51.4642462836
mp-22901	0.5263	3.3967382188967576	9.299883695499478	75.5514770104
mp-22903	0.5674	2.870732105964849	5.331777266595464	97.0296318272
mp-22905	0.679	3.0734373566748823	11.558745206900896	32.4503531096
mp-22906	0.5414	3.1941967281587633	7.997330023394671	76.2219995742
mp-22909	0.6682	2.9982361626228347	5.143952000985738	155.316028723
mp-22913	0.3318	10.198978320822713	12.762040734741463	43.5310018982
mp-22914	0.4468	6.428782310491044	8.998857426624937	36.9837806727
mp-22916	0.5537	2.9447480208974235	6.567573972694916	52.0891473129
mp-22919	0.5136	8.301917472652953	18.10916742207099	53.7990556537
mp-22922	0.5034	5.517742314782854	12.308099345346623	40.4202118667
mp-22925	0.3908	5.681014814013004	7.321002443852264	67.3786875326
mp-22934	1.0193	2.819023718507695	5.427424530373788	199.735477663
mp-22935	1.1684	2.907880151876553	8.862294326873219	179.050193219
mp-22936	0.7832	4.742788265414453	13.269711479174502	73.7308349817
mp-22937	0.5142	3.5659984923213854	7.804198803569571	170.036261937
mp-22951	0.6918	3.877549833933712	9.63527865354237	167.900043227
mp-22956	1.0987	2.8094129739349665	5.2454773338690295	199.84562608
mp-22957	0.7462	2.9917733314942505	8.811087283613878	115.193335124
mp-22984	0.6372	5.781018867193995	17.135979383798063	121.165345992
mp-22988	1.0399	5.134165423470547	18.047527382293314	148.687387133
mp-22990	1.0365	3.4512621691032965	8.382692309673306	137.47604153
mp-23004	0.6001	2.8294759064654116	8.452642532315814	276.424499245
mp-23009	0.7809	5.100354647864505	13.572191827137987	79.0971406089
mp-23018	0.9343	5.7036225513184	22.344165442008542	157.143434665
mp-23023	0.8546	4.889031686124569	15.205455849014447	124.124389107
mp-23024	0.7216	3.3290669730827913	9.166051365212544	127.058754425
mp-23025	0.8595	4.467403580318409	15.313490872065179	113.263544335
mp-23033	0.7548	4.811555272118446	14.875497271143514	89.3140337643
mp-23040	0.6925	6.305384952817543	12.430397842870232	114.133927873
mp-23054	0.5958	4.433402139119647	10.175322020819511	145.823638827
mp-23056	0.7477	5.13031938945648	14.729372828023696	94.9583341017
mp-23059	0.6898	2.9727891644380424	7.844850607898415	258.037281302
mp-23060	0.567	6.001420390631598	9.047766524321643	358.370315995
mp-23070	0.7214	3.3543184939181585	8.938271470623025	147.754593528
mp-23091	0.6022	5.531225523709819	30.396761233106947	156.445515219
mp-23092	0.7299	5.62898440705255	78.00220839521684	155.635305302
mp-23116	0.3784	15.021744817027708	58.9464811574727	135.325276768
mp-23127	0.5909	5.535456837281319	28.735089201141502	156.411317917
mp-23167	0.4629	5.824368673524931	52.91057165767154	53.5090919181
mp-2319	0.8795	17.897996927183893	29.993191253713896	87.284571459
mp-23193	0.6594	2.384915202033934	5.260201428795199	60.8097764158
mp-23197	0.7292	7.632177731746155	49.861976693231696	70.7833389045
mp-23209	0.6103	3.017512294520924	7.800905212351606	82.3674821237
mp-23214	0.9531	2.8808295077694095	7.083720312885636	163.901518347
mp-23222	0.6011	14.830859899620162	28.149250942085875	73.6527386792
mp-23231	0.4257	6.559638709573789	13.621385715799923	45.6781906049
mp-23251	0.6068	2.6188294662973206	5.322539116632216	70.2124453552
mp-23259	0.5821	3.5705030133167814	12.61705228726211	39.5829890748
mp-23260	0.7449	4.595749736881893	11.668114677367605	487.497616382
mp-23268	0.5068	3.4877601518219974	7.359366325761199	65.6674749797
mp-23289	0.6209	2.6848300958602014	8.277260942906416	52.1874375948
mp-23295	0.6449	2.391574095047969	5.378342490480518	70.0487828549
mp-23299	0.5966	2.7491655990357304	7.850166565535072	58.7445322572
mp-23302	0.5177	3.3689883040218414	8.10475485372941	82.5368186489
mp-23303	0.5512	3.001097514477855	7.844470516548807	67.5671137504
mp-23350	0.8334	3.3399933981130223	6.47307943086137	242.353253465
mp-23353	0.389	8.532185001311216	11.108026959447445	222.647063721
mp-23364	0.6344	2.7524634697698827	7.603534071931186	219.140488028
mp-2340	0.8763	2.506898366276085	5.839652671621141	147.465504406
mp-23405	0.629	4.23435895504112	8.457468502313143	321.23723332
mp-23406	0.914	3.241312278476321	5.676550401584717	265.327696353
mp-23425	0.675	3.3454283185750664	6.8956493347894305	283.551809465
mp-23432	0.7414	3.04869673669561	8.704470530981514	136.135691037
mp-23465	0.7902	3.3967762086828794	7.5278834087150654	284.301386643
mp-23484	0.5283	10.300171090339324	17.04333228887218	290.383552809
mp-23485	0.4379	6.117237947957333	9.10863709595825	251.27090779
mp-2352	0.5651	3.2320555939167734	7.354808064941539	42.1224463575
mp-23550	1.1475	2.3031706486974772	5.973065552058609	212.938201676
mp-23703	0.6215	4.751772938395468	14.34841076291431	15.7665664182
mp-2371	0.3974	16.92632667942446	24.241267273612298	211.651044669
mp-23737	0.591	3.7053240462441193	9.213692268752414	62.906118346
mp-23804	0.9735	5.62867423211386	16.87602213811866	63.8996664386
mp-23818	0.6084	5.3088861647561085	13.86887752534015	61.5815213191
mp-23859	0.7905	3.9914038477294853	9.973066914012831	96.1226900878
mp-23860	0.7313	3.715371077759798	8.780635227124092	112.681554991
mp-23861	0.7294	3.796702692999705	8.758329106548388	134.249281453
mp-23862	0.6882	4.819728286803458	9.749223922039215	165.700451772
mp-23870	0.7402	3.260484925447457	9.630848704263	27.5315135325
mp-239	0.8287	6.697491684868137	12.632108405618549	190.716286398
mp-23949	0.6971	3.311577386985934	11.721952328011582	89.3536053605
mp-23956	0.6742	3.3006199493529285	7.719828045366582	106.912537798
mp-2400	0.6859	4.291291661151029	7.7140475575466025	173.442675755
mp-24007	0.619	2.606553095039405	6.590418798094502	255.466847123
mp-24066	0.634	2.8496322830820766	6.907280139965875	143.798672299
mp-24084	0.7286	2.844803423865022	7.832236377237549	43.9949105792
mp-241	0.6109	2.8899949650459194	8.60730588670455	38.9729403068
mp-24292	0.8366	4.469571937628962	10.615367792622768	106.304405573
mp-24341	0.8337	2.4287159658445328	4.775276357822235	209.399406728
mp-24423	0.7159	4.119222001542498	9.322107044201488	124.75569105
mp-24424	0.7157	4.159991985941903	9.107906771414001	146.111292079
mp-24428	0.6594	2.7683547815249567	11.112894340981049	102.578417584
mp-2455	0.7385	20.31476832550056	33.76486302309814	100.833695229
mp-24589	0.6373	2.5749582077038076	6.455844662708428	223.421680735
mp-2469	0.3344	6.851973063877795	10.366423437457442	49.4260679844
mp-2472	0.7326	3.8537006147170367	19.665968190497694	33.5374466
mp-24721	0.6867	2.956829506048874	8.39509596074758	52.0494310977
mp-2490	0.5906	11.243332715751405	13.304768435730809	40.2381559819
mp-2517	0.5325	15.247136724174357	27.16419205607254	318.620114114
mp-252	0.622	7.551905414225501	8.579934540821137	44.1187357894
mp-2530	0.5977	5.069786688920416	8.334307144815197	66.9303672195
mp-25305	1.0706	6.930394529550525	34.717704459898435	159.614874659
mp-2534	0.1555	35.12059207557881	37.31492974137052	45.3390359817
mp-2542	0.7729	3.116537849214801	7.075622788894205	27.4051126833
mp-2552	0.6652	5.644646644213549	15.30785985925976	94.435330573
mp-2574	0.9077	5.5492861209083975	44.61806203276406	66.4311528555
mp-2576	0.4619	15.925353291614373	28.18020471681088	389.646794265
mp-2600	0.9129	8.378516146864913	26.487136937175965	72.649230558
mp-2605	0.7669	3.8426500045861363	15.748251715464326	27.0154834522
mp-2624	0.6112	12.569458007323263	13.896021918165047	58.3578498398
mp-2646	0.5406	14.786091934649813	28.877174637191256	128.900798584
mp-2657	0.9259	7.746816424785229	500.5888695962126	61.8190617323
mp-2659	1.3632	2.7944590284372888	9.00562947201597	42.5282643217
mp-2667	0.4875	6.327754515343194	9.939566653226649	71.8517246507
mp-267	1.5281	20.465568540400145	28.054640241512182	135.744917885
mp-2672	1.0048	2.622129595096038	6.148952497079666	147.748659898
mp-2691	0.2187	14.2898130071801	17.984193864982153	56.2703628728
mp-2695	0.8569	21.201395878180204	34.56308147726187	127.893198839
mp-2697	0.8023	3.3596080170981932	14.33886162149106	40.7896965418
mp-27138	0.9509	3.1701439384427	5.72028633414293	231.322106973
mp-27193	0.7945	4.188338586826266	8.929129188360063	89.4279642164
