Name	ZPR_multi	ZPR_single	α_multi	α_single	Error
mp-23054	-83.88004	-70.62831807248516	1.625383	1.1504310297437315	18.762618577317276
mp-23056	-90.282021	-74.96195870379651	2.187607	1.6021857126996968	20.437115786607094
mp-23059	-91.162035	-84.22513293946974	5.527246	3.5378420756152456	8.236142607831342
mp-23060	-12.972012	-10.98664273172412	1.695222	1.2742952272635804	18.070754795212302
mp-23070	-107.264429	-90.21718899271816	3.649034	2.8346374282997115	18.89577828528641
mp-23091	-100.083286	-83.5538851131488	1.82888	1.3093115017473278	19.782923157273977
mp-23092	-157.472031	-121.08675022454939	2.267887	1.658057139656603	30.048936574791124
mp-23116	-14.945776	-13.446489769117083	0.514186	0.3487409759767087	11.150019496734153
mp-23127	-98.600239	-81.08832758576936	1.764528	1.2645437998213518	21.596093957799052
mp-23167	-46.597251	-37.683789338589335	2.275216	1.8519502829951144	23.65330508915411
mp-2319	-20.025967	-16.166117201526475	0.431441	0.34271130650431253	23.876171070373424
mp-23193	-117.941655	-93.73844861552386	4.32329	3.493405184774618	25.819934874053253
mp-23197	-39.870512	-31.802325621798726	3.617517	2.921837983817618	25.36979991384963
mp-23209	-100.425891	-79.68488093430379	3.357314	2.730356831920101	26.02878968068752
mp-23214	-189.142518	-144.45630338822937	5.044753	3.8161944404079295	30.9340704169035
mp-23222	-14.648574	-12.018307598734923	0.511177	0.4184970395353255	21.885497435112622
mp-23231	-19.604921	-15.693417632087709	1.237721	0.9941021387747346	24.924484007324168
mp-23251	-79.696165	-63.80261583735034	3.809327	3.090461769835305	24.91049771872441
mp-23259	-112.29021	-90.7704279532229	2.588413	2.108343523094154	23.707921767061592
mp-23260	-55.983553	-44.35700924724648	4.059318	3.0832119668398628	26.211288700613316
mp-23268	-52.342509	-42.275570625850825	2.374021	1.9306296305475763	23.812661130571243
mp-23289	-121.327355	-95.85054595334165	4.552918	3.6635294518914887	26.579722413954748
mp-23295	-106.311289	-84.85240446790142	4.687903	3.8117263680119056	25.289659929691442
mp-23299	-100.166701	-79.52126314105287	4.445946	3.591409636455052	25.962160362476588
mp-23302	-47.644854	-37.90437558153896	3.750568	3.0237936228926108	25.6975039662837
mp-23303	-68.433816	-53.8669043112451	4.269716	3.417792721911336	27.042414772133
mp-23350	-64.44024	-61.03962238330469	5.164447	3.4213257999613247	5.571164243678934
mp-23353	-5.681535	-4.7528832777194	0.449793	0.32046009647921125	19.538702467909115
mp-23364	-128.390236	-101.87679501166377	4.236205	2.9965523529105864	26.025004992845247
mp-2340	-240.946641	-168.27771184210653	4.434811	3.353472332374913	43.18392992298236
mp-23405	-42.691226	-38.71456948158119	3.171151	1.9866042596704705	10.27173121558473
mp-23406	-64.189148	-60.91993313664844	5.368364	3.4406949039802512	5.366412428619128
mp-23425	-61.758322	-56.60965347781444	3.987507	2.6949202233132135	9.095036280699624
mp-23432	-140.301867	-112.37150082211367	3.957022	3.1658490156204655	24.85538234654411
mp-23465	-87.475471	-79.44500419929692	4.679411	2.91065528831285	10.108208667920431
mp-23484	-6.352934	-13.360830121648354	0.782008	1.0978314095208215	-52.45105324925555
mp-23485	-11.795006	-10.072463213853547	1.081307	0.7534692273219877	17.10150486106803
mp-2352	-105.031466	-84.48700088860019	1.925421	1.5797418565245973	24.31671724090263
mp-23550	-370.530336	-276.4817543338098	7.865794	4.980370821413006	34.016198245270374
mp-23703	-152.015348	-119.34301324732417	1.120302	0.882368288227268	27.37683075335655
mp-2371	-5.271437	-3.7193406358588326	0.352718	0.17396562761547757	41.730417192153
mp-23737	-155.809804	-126.6786669612469	1.283066	0.9892072119899877	22.99608745303959
mp-23804	-120.291996	-116.49275567691504	2.28083	1.5849676593269646	3.2613532927505817
mp-23818	-112.032836	-90.01912482431317	0.973294	0.7635937606471489	24.454482554290706
mp-23859	-129.64683	-126.63528945441792	2.476108	1.537616271880937	2.3781211055438667
mp-23860	-120.690237	-118.79508193340408	2.528441	1.5044453536627413	1.59531441516942
mp-23861	-113.325083	-111.57311426580328	2.50118	1.4727631121562332	1.5702427468529436
mp-23862	-66.956396	-70.80730751277314	1.965315	1.004938556615467	-5.438579220200487
mp-23870	-241.507993	-188.2576463672294	2.123224	1.6664520649384549	28.285887803407732
mp-239	-37.229554	-34.701890799561504	1.777582	1.3513533141712328	7.28393508883509
mp-23949	-208.167333	-180.6726428069662	2.55205	1.7589872058460176	15.217959822732888
mp-23956	-183.860236	-149.75274029714234	1.633695	1.2555809628839727	22.77587417444307
mp-2400	-57.955092	-45.23171424865707	1.991937	1.5496478906820579	28.129329084008102
mp-24007	-106.979192	-98.71916206539278	4.527206	2.934782452491798	8.367200208947958
mp-24066	-126.586961	-111.13313537374651	3.19862	2.1342674220431377	13.905686701163852
mp-24084	-243.378885	-191.45789044707206	2.447692	1.940756081829799	27.118754119606965
mp-241	-145.442158	-115.43637843750156	2.971052	2.402987885515467	25.993347997090783
mp-24292	-100.511117	-108.80963280552491	2.748957	1.4978780820291675	-7.626637083094309
mp-24341	-184.045026	-190.12918642613658	3.799282	2.09952546968906	-3.2000139171164115
mp-24423	-94.858593	-98.53023218991113	2.422439	1.309062095944819	-3.726408746134149
mp-24424	-90.376379	-93.88672031790577	2.410285	1.2846531608066514	-3.738911430732221
mp-24428	-162.025949	-136.83251428785613	4.408446	3.0071175818860354	18.411877354781446
mp-2455	-12.560013	-9.868620182216395	0.395048	0.3105843873799297	27.272230241808177
mp-24589	-122.046045	-108.98310461413001	4.340902	2.858112350182313	11.986206882361415
mp-2469	-14.243324	-11.546693269077794	0.399122	0.32386940203651154	23.354138436705686
mp-2472	-172.6551	-139.1508593378797	2.903218	2.360805647793696	24.077638342690257
mp-24721	-215.092266	-170.89555785855612	2.309073	1.8476343923438678	25.861823850344805
mp-2490	-8.087673	-6.597591280017361	0.167685	0.1368431026378826	22.585238411111742
mp-2517	-11.642323	-10.162822872402375	0.385901	0.31767881607820614	14.557964319296337
mp-252	-10.940325	-9.097577146994173	0.175395	0.14590581990442297	20.255369349790765
mp-2530	-42.727414	-34.94509226605509	1.022644	0.8392588181843119	22.270142183898283
mp-25305	-136.19988	-130.01519423999704	1.881602	1.6127162362748966	4.7568946046310225
mp-2534	-0.219128	-0.1760137902198896	0.006524	0.005240425483263114	24.494790849199305
mp-2542	-239.137309	-190.88058434330978	1.712331	1.3951282737054111	25.28110694060832
mp-2552	-91.532741	-75.54393712124289	1.501181	1.0103142891910586	21.16490679205158
mp-2574	-177.364703	-149.12026207799553	2.458453	1.8143182268625169	18.940713038199696
mp-2576	-6.919673	-6.201762855136524	0.418034	0.35362147536336314	11.575904490912249
mp-2600	-44.159826	-35.65397523832779	2.681301	2.1822254266148766	23.856668729966696
mp-2605	-183.548626	-150.08698869746934	2.57975	2.124727318398033	22.294828880856134
mp-2624	-4.139091	-3.4592345815612076	0.101484	0.08483263066920961	19.653377139053752
mp-2646	-13.717784	-10.860472281979797	0.520527	0.40171814172374776	26.3092768328426
mp-2657	-175.664618	-134.67052758774943	1.868588	1.4304723399160058	30.440283517519735
mp-2659	-469.152464	-407.8784917850404	8.16609	4.390365484542283	15.022604390537985
mp-2667	-12.135318	-10.076666440603137	1.288397	1.0730320179125004	20.42988692273952
mp-267	-15.945335	-12.873921637840892	0.542294	0.4075553601981317	23.85763599128307
mp-2672	-236.703649	-172.07291466727364	5.183987	4.085309468966958	37.56008576811678
mp-2691	-2.175844	-1.7692321777839493	0.09355	0.07608449022925752	22.982389045475777
mp-2695	-10.926561	-9.550785026534752	0.439151	0.37725823660555546	14.404847032395313
mp-2697	-224.068764	-151.9980461172041	3.780122	3.1033714935892798	47.4155554784059
mp-27138	-73.020261	-67.30832639733134	4.475056	3.894424222504005	8.486222891578436
mp-27193	-116.637993	-94.32202897076498	3.638713	1.4978863905122157	23.6593341690644
mp-27207	-159.319316	-120.69725697265241	6.043492	3.7926704888140437	31.999119115108442
mp-27227	-47.593764	-39.13106396436724	1.145874	0.6709751463341883	21.62655235579307
mp-27243	-72.582908	-66.28871345562997	4.630259	3.9475436652405707	9.495122497109582
mp-27255	-21.92188	-17.676260500487018	0.831104	0.48551389137106926	24.01876516470216
mp-27294	-71.330002	-56.90777924245737	2.478198	1.8644436364159724	25.34314807136699
mp-27300	-8.617135	-9.312700989726101	1.099841	0.899440736542479	-7.4690037884117615
mp-27303	-36.929257	-38.87986094980161	1.008696	0.8124234752383234	-5.017003410377588
mp-27315	-19380.550911	-9801.299554240082	48.94597	35.66113463612122	97.73450248866125
mp-27385	-111.076345	-94.94698227919248	6.45597	4.077480082688108	16.987757097301923
mp-2741	-276.171677	-213.02144146972412	4.315382	3.498218915513091	29.64501371062741
mp-27419	-353.178016	-256.94341360162593	6.213042	4.559243612735788	37.45361714061275
mp-27420	-305.320998	-241.05978800615767	7.244661	5.1021854065400065	26.65778914241839
mp-27421	-252.794113	-237.64646050302653	10.350873	6.12515977069536	6.374028237117618
mp-27422	-228.926279	-223.63346586093758	10.363152	5.921814662607679	2.366735729237259
mp-27456	-91.481714	-69.44925690077713	4.869538	3.7498137369214524	31.72453973222617
mp-27546	-181.814977	-147.19145636340397	3.854461	3.1079586410169746	23.522778761773587
mp-27549	-9.528019	-7.601363407704732	0.753851	0.5576127904710216	25.34618447977915
mp-27562	-44.230966	-53.92856414663256	1.06275	1.0399451568257247	-17.982303627192163
mp-2758	-45.936485	-37.22215998599709	1.814983	1.4779153474298183	23.41165858531913
mp-27608	-131.794299	-108.58151931561589	1.213624	0.9337278847267144	21.378204901435474
mp-27678	-35.31536	-31.786731330382086	1.393465	1.1556844681976848	11.1009484836373
mp-27716	-54.2514	-44.79330726071752	1.314228	1.0205225571223675	21.114968547046672
mp-27791	-181.619486	-162.1781688643436	2.61741	1.6724731580458598	11.98762895881404
mp-27827	-249.607472	-207.06864125580194	8.781676	5.555210667013626	20.54334760020364
mp-27828	-228.995716	-190.81046942491773	8.465051	5.266573823058279	20.01213386779483
mp-27829	-81.070366	-74.98262897281647	3.943756	2.5113643230622746	8.118863142809422
mp-27830	-83.916243	-75.06697491711898	4.014571	2.5271463530899276	11.788496995718074
mp-2784	-31.169541	-24.89465793734361	1.36406	1.0941095793538205	25.205741241552293
mp-27869	-56.425166	-47.13042965577714	2.090321	1.6216875289978063	19.721306196671872
mp-27882	-88.117695	-79.81928073182812	4.551943	2.8885221822406995	10.396503441383269
mp-27904	-27.334347	-21.348231825256956	0.664003	0.4791597182101451	28.040332444117972
mp-27985	-122.698299	-105.24368302414977	2.674539	1.8392285366535135	16.584953580392092
mp-27999	-18.07765	-15.238988808317592	1.395536	1.026923498295827	18.62762173650943
mp-28020	-50.542676	-47.74742320743484	1.634862	1.0717493243288785	5.854248469957021
mp-28069	-101.452627	-77.9094386876844	2.863774	2.2274476410505253	30.218659906783817
mp-28084	-21.259135	-18.818841631428295	2.12319	1.5554623227171351	12.967287872258343
mp-28111	-347.130055	-124.17924425858357	21.540497	2.9908629980841264	179.53951328384377
mp-28145	-52.803169	-49.6614701279564	4.07105	2.721399375354995	6.3262301014222535
mp-28171	-95.458388	-74.85149285159316	3.000581	2.217673584534808	27.53037296031462
mp-28243	-139.057691	-119.35681158527159	8.731917	3.581103917129762	16.50586937860149
mp-28264	-208.68604	-240.81511355921035	4.170977	1.7326142641088162	-13.34180113712449
mp-28270	-49.15232	-49.22026329781163	2.632313	2.0355627550239457	-0.13803928150592545
mp-28295	-115.24242	-86.79084772506593	3.812471	1.4904591278523138	32.78176561319266
mp-28302	-29.857197	-26.139600923719723	1.36764	0.9758861363235485	14.22208428938499
mp-28377	-16.343831	-13.068671077446346	0.994585	0.7405871714624864	25.06115505658308
mp-28423	-16.272553	-12.750123951544166	0.807725	0.46199190787227173	27.626625920207083
mp-28453	-2.187788	-4.325989914782446	0.400416	0.6708545657168091	-49.42688163640752
mp-2853	-63.273569	-51.5921142638576	0.791802	0.6468589140063133	22.64193841019952
mp-28553	-88.326117	-71.3540501573307	1.882082	1.402331306143275	23.785709157710137
mp-28554	-35.975308	-31.00984471047138	1.431421	1.0939554517039862	16.01253839188651
mp-2858	-241.516437	-206.74374639580552	2.747841	2.34281848781269	16.819222448268434
mp-28591	-23.694899	-21.076899536428435	0.85089	0.6433168222341686	12.4211792111393
mp-28599	-96.547	-81.45871951997154	3.515859	2.3455827639566262	18.522609450458166
mp-28602	-144.980117	-121.43878329324049	4.585746	3.161285097899545	19.385350436123705
mp-28603	-44.952383	-37.74393403657884	1.388881	1.0711379965115388	19.09829790512886
mp-28627	-139.091305	-103.46204356947322	5.713237	3.4174913258048165	34.437036232134986
mp-28797	-20.242315	-20.843936878560523	0.382572	0.23615956926427178	-2.886315968358803
mp-288	-3.181011	-2.7868013012631168	0.193917	0.1295584564710333	14.145597626863731
mp-28872	-214.707853	-170.3406277985724	8.132162	3.077539417890126	26.046179220316013
mp-28873	-219.319992	-172.4101099760499	9.016622	3.308994749327347	27.20831280164865
mp-2894	-1.864339	-1.5529908018129301	0.079765	0.06510281519198095	20.04829634686878
mp-28994	-24.272195	-21.634314156058867	1.135853	0.7377554293173361	12.193041225678849
mp-29025	-79.249074	-69.63018083303491	1.876076	1.2532903169254885	13.814258489476092
mp-29091	-5.292494	-4.460700775450095	0.113155	0.08823463378664106	18.64714237565003
mp-29138	-31.161125	-22.21012974706778	2.237736	1.0815260344922588	40.30140910867009
mp-29149	-102.409296	-85.69748233287841	1.761008	1.3205225511411216	19.500938898306458
mp-29151	-126.187713	-103.8536782847381	2.286617	1.7192916600704569	21.50529002355425
mp-29163	-11.240468	-9.077265061179324	0.515669	0.31774240196011383	23.830998921382516
mp-2918	-103.973485	-86.81918307479005	1.880504	1.3979029944488042	19.75865392609424
mp-2920	-203.704335	-165.0913544282707	2.827728	2.127962585797918	23.388856857738087
mp-29208	-3.138202	-2.591656009227729	0.131131	0.10574932718354298	21.08867800457564
mp-29209	-2.736072	-2.4034706562449943	0.151104	0.1155335993394313	13.83837755167927
mp-29266	-75.833408	-59.53035768773765	3.658381	2.950581822838287	27.38611180161032
mp-29342	-103.493992	-82.40431675914256	2.679629	2.0630571166175833	25.59292531057555
mp-29364	-217.081097	-174.3575742047556	2.779478	2.088974718263262	24.503393666782916
mp-29396	-22.135659	-21.80361311100844	0.815768	0.5012352940538423	1.522893876813083
mp-29398	-74.812136	-62.85296037808211	5.913842	4.003588729711137	19.0272272777278
mp-29403	-21.233179	-18.4898823106091	1.29178	0.8335887554038184	14.836745000896268
mp-29463	-130.74936	-107.90545934546277	1.393618	0.99489301369542	21.170291839824102
mp-29484	-22.039563	-19.134810655389106	1.308367	0.9750778292195381	15.18046035011485
mp-29506	-171.548866	-115.70793440635869	5.708981	2.2145592839950585	48.260244105241405
mp-29529	-11.364033	-10.898863719645409	0.431802	0.3609312022594811	4.268053003691699
mp-29585	-20.545849	-17.48284212963047	1.220899	0.9051489143805198	17.520073953984006
mp-2961	-15.775396	-12.702521124115165	0.308926	0.22875854701442236	24.191062906804543
mp-2964	-762.821817	-457.7727125710434	19.185046	5.806448069102784	66.63767761858782
mp-29678	-11.893386	-10.284257715776699	0.4868	0.3888429358196372	15.646518481881264
mp-29750	-67.167986	-62.12454712843885	4.394161	2.5577607130412434	8.118270642897626
mp-29751	-70.273512	-65.1857341262167	5.683309	3.236661373345175	7.805048055349076
mp-29754	-39.351156	-31.605178381332358	0.740471	0.5520713781639075	24.508571112013776
mp-2979	-41.466851	-33.70887158726292	0.498864	0.38417815096129926	23.01465177395162
mp-30004	-139.812974	-96.91392030199154	6.887093	3.7027365108068873	44.26511027964979
mp-30041	-35.436199	-30.406340709310204	1.335574	0.9107065002419681	16.542136190527167
mp-30056	-96.999691	-78.91643506579189	6.202816	3.7038436136913444	22.914435908226558
mp-30062	-30.867283	-27.995556896778176	3.250961	2.34677872361331	10.257792384020453
mp-30250	-97.246386	-74.82119083332856	1.648601	1.178902402200863	29.971716457474905
mp-30251	-63.165292	-56.87665347807553	1.300214	0.9630287857529829	11.056625411951453
mp-30315	-91.856441	-77.56759839665465	1.574511	1.0898411189199761	18.421148648017972
mp-30373	-12.173954	-10.136491954362615	1.075115	0.8973428658743395	20.100267970522957
mp-3038	-13.759395	-12.53576729225274	0.594931	0.36434365923017176	9.761091437166975
mp-304	-9.654916	-8.433480354800041	0.441928	0.3680096863391881	14.483174132311346
mp-3042	-262.933965	-249.57206150430488	6.88913	4.211251550890906	5.3539260024362285
mp-30456	-11.761007	-10.537342186349758	0.672647	0.528280681448301	11.612651387893589
mp-30459	-5.083626	-4.245658835351628	0.176799	0.1468545744906573	19.73703486655614
mp-30460	-2.732396	-2.2649580848369064	0.114962	0.09509926055379103	20.637817463043806
mp-3056	-59.573403	-49.13412383829243	1.105314	0.8773930212504397	21.24649499412009
mp-3074	-66.380295	-60.47821194471204	2.118011	1.4247720921378342	9.759023730204744
mp-3078	-1.431912	-1.2251190824264722	0.055468	0.037352485365389744	16.879413645566082
mp-30847	-6.408757	-5.2548767303578074	0.225901	0.18433208101059176	21.958274738894282
mp-30988	-131.435678	-98.53319324562707	3.051103	1.62478689254821	33.39228504688002
mp-3104	-53.326438	-56.21376726286118	1.140496	0.862670878162859	-5.13633830901199
mp-31149	-36.365412	-30.813515117860472	0.922226	0.6750754833148793	18.017733000937223
mp-31212	-304.52555	-220.28181976419285	5.846046	4.178621732433457	38.24361462329862
mp-31235	-4.511369	-3.7437455797248735	0.329844	0.2613123678679166	20.504155635798817
mp-31451	-17.428936	-14.410904718256608	0.524	0.4339648998097375	20.942691251854345
mp-31454	-9.300342	-7.541139577370469	0.268881	0.2148919064381965	23.328071368796362
mp-31468	-60.082519	-48.659441094138735	0.948904	0.742505527576807	23.475563321332984
mp-315	-227.801323	-179.18887618185536	5.140026	4.205033436716947	27.129165522980784
mp-3159	-16.402452	-14.224408834224937	0.526446	0.36675490784919235	15.312011846387158
mp-3163	-65.060633	-55.57954983172469	1.203735	0.8768801357388943	17.058582152933383
mp-3167	-0.921556	-1.0569904702943467	0.063955	0.061486217187365834	-12.813215833122069
mp-3216	-111.214246	-95.8287871888192	1.531412	1.1568052596483502	16.055153427816617
mp-3247	-107.783344	-86.19216738673762	4.19799	2.0990204681117364	25.050044879814227
mp-32616	-24.67719	-19.53303110499455	0.774417	0.4746662184449893	26.33569192284807
mp-3277	-197.310762	-158.69799852463768	2.091082	1.341755269080567	24.33097067028715
mp-3288	-1453.83601	-451.44985837465896	78.736935	7.630274005041933	222.0370951569685
mp-32880	-4.207314	-3.4199202478319832	0.209274	0.1701925730328478	23.02374602645122
mp-3349	-194.295085	-169.6431141256256	2.361315	1.9746999329389432	14.531666081134839
mp-33526	-29.482013	-29.174591336591767	0.891839	0.772232078981725	1.0537308298905028
mp-33588	-110.12683	-88.03037881923179	1.833202	1.4028400538194956	25.100938422794627
mp-3359	-118.369602	-96.80875710482626	2.25443	1.6077252534642594	22.271585278000497
mp-3395	-240.101949	-202.7697342517866	6.218386	3.3316949735045744	18.41113758222745
mp-34126	-1.337403	-1.2821561845548957	0.113428	0.07875900724532302	4.308899033566908
mp-34169	-7.155331	-5.908335200943771	0.306093	0.225919347241976	21.105705019191188
mp-3419	-391.946619	-342.36431798689875	14.922606	7.653941967177331	14.482321436020271
mp-3427	-197.694806	-158.88618466265063	2.219624	1.6202425170792853	24.42542214714789
mp-34293	-79.839484	-75.01430093690512	3.28194	0.8207874219249096	6.432350902201126
mp-3432	-7.924442	-6.536734292693108	0.250484	0.20532928408112205	21.229373035065834
mp-3448	-276.487695	-218.19692865061265	5.03255	3.705894332862334	26.71475107824514
mp-34579	-334.812897	-248.3779744330387	8.145306	4.57306038951806	34.79975338564639
mp-3486	-2.271646	-2.5533602908663298	0.155168	0.17635835023829094	-11.03308028538138
mp-34932	-98.545212	-77.17846018847143	1.62539	1.177801956969514	27.684864092067286
mp-35152	-31.875009	-31.12252819890043	1.075077	0.5244602287375598	2.417801009900457
mp-3519	-77.540189	-62.95624070174408	1.329925	0.9626667838493179	23.165214656554134
mp-35220	-150.71179	-135.03560684383876	1.524377	1.0436046988338452	11.608925617885278
mp-3524	-132.663345	-107.19758648583834	1.230652	0.8751402668829255	23.75590659172712
mp-35777	-4.310015	-3.533143073974967	0.20942	0.14694010391169016	21.988125296919048
mp-3589	-232.934627	-189.80596262408233	1.792382	1.3208209801604673	22.722502380673667
mp-3595	-3.976829	-3.4050211234065517	0.113103	0.08542966036007892	16.793078687904973
mp-36066	-294.47714	-243.43872498087546	2.733482	1.7943263035535788	20.96561055482612
mp-36111	-30.770019	-25.506117796845263	0.617762	0.5122920013013397	20.6377985277156
mp-3614	-563.305072	-340.99555842730723	4.786917	3.672220871620197	65.19425490408089
mp-3637	-354.760872	-296.9342444623062	4.721315	4.147485958368361	19.474556611820674
mp-3642	-108.390774	-84.55224710325018	1.607709	1.1720423112138407	28.193841930232345
mp-36508	-163.291616	-145.38902926166804	4.137887	2.8801544147510825	12.313574710036251
mp-3654	-302.640734	-237.5303820815055	7.933547	5.120821275450502	27.41137842996132
mp-36582	-69.065889	-59.391080908712226	2.415769	1.8404781566149435	16.29000170271114
mp-3666	-1417.366577	-714.1165429697888	9.465961	6.805192060176016	98.47832835598693
mp-3668	-2.60175	-2.085180339452613	0.069367	0.0502053690226212	24.773380545252664
mp-370	-27.180413	-22.310224640403284	0.846725	0.6963977129561609	21.829400815520803
mp-3700	-305.028324	-232.26914819091445	4.614058	3.467494606009645	31.325372472318573
mp-37091	-16.497276	-14.614920635549296	0.821918	0.500324306483157	12.879682424494776
mp-37216	-162.413146	-143.38304375002832	4.389878	3.0831471372162382	13.272212496164096
mp-3731	-286.560702	-210.36010678881195	3.254376	2.1947080605254037	36.223881217025884
mp-3744	-35.95309	-48.4159822039937	0.629151	0.782945355612061	-25.741277232553315
mp-3748	-85.470302	-67.08956109329151	1.017882	0.7575327718095105	27.39731875894839
mp-3762	-7.4244	-6.184050938418426	0.171043	0.1299679274499978	20.057225820633274
mp-3772	-9.870894	-8.134906905171256	0.390748	0.2815093028338028	21.339974938437205
mp-37906	-80.085366	-65.44433764918034	0.999552	0.8199226497981229	22.371726686736547
mp-380	-9.166757	-7.457416292563721	0.298453	0.24356176887620412	22.921352924078747
mp-38011	-74.832927	-62.73971692242995	3.1717	2.48206228746073	19.275206632701
mp-38117	-9.29734	-7.799923507938042	0.572129	0.34641322531993596	19.19783560105463
mp-3813	-45.937612	-42.164900646960824	1.494883	1.0547056314167789	8.947516287604744
mp-3821	-542.509732	-562.7458400373057	14.560868	10.496040592080849	-3.595958707747038
mp-3834	-268.648727	-206.08275770752326	3.562928	2.671267205849272	30.359633182544858
mp-3839	-0.238459	-0.17278837797779095	0.012969	0.0068866202528448306	38.00638838721543
mp-3915	-109.92944	-100.41429096708839	3.096472	2.022584753598363	9.475891271323398
mp-3924	-87.491739	-107.14083394140731	1.428777	1.6232640236817193	-18.339501587371366
mp-3953	-418.109969	-399.56130194679855	8.194512	3.999536024424078	4.642258137318608
mp-3980	-399.414721	-294.2057343097194	6.167756	4.635008678242183	35.76034537094504
mp-3982	-164.563713	-159.93420456893054	4.761304	2.547063365229067	2.894633104624084
mp-4002	-1850.590743	-899.4746266183344	12.365419	9.610776241232722	105.74129477753948
mp-4009	-36.322722	-31.53254575011248	2.227873	1.4761397682752515	15.191213192390062
mp-4035	-245.679323	-271.74930724243876	9.584281	4.675021502548046	-9.59339492232105
mp-4043	-3.402583	-2.76237211610805	0.114009	0.083059796559419	23.176127508626656
mp-4047	-188.063121	-187.85272008771648	6.729583	3.688971162995118	0.11200312254476422
mp-406	-2.682055	-2.159099482764695	0.135791	0.1093503928220397	24.221001459630198
mp-4081	-3.750087	-2.9803012540147877	0.12437	0.09366112470733293	25.829125325777984
mp-4124	-151.47508	-169.34385954143286	2.519871	1.606651873232966	-10.551772936922447
mp-4156	-250.503668	-199.9138599609442	3.091614	2.290642007364744	25.305803233922447
mp-4175	-2.272595	-1.8669466794107168	0.057584	0.04478496141492476	21.727900698123957
mp-4187	-84.559031	-71.28636809697309	1.039498	0.7495411880024636	18.618795230206832
mp-4190	-124.165253	-100.43654714561902	1.781783	1.3720919260586129	23.625569106808967
mp-4200	-447.073671	-368.1896865465159	4.986199	3.553550199545007	21.42482186108659
mp-422	-38.469954	-31.29843570066103	0.460761	0.3752785181858715	22.913344193708397
mp-4236	-107.480133	-87.0360813398768	2.074001	1.5443374604215623	23.489168337311696
mp-4280	-59.266167	-47.12329476778193	0.851152	0.6503957399233945	25.768300565689913
mp-4360	-210.103714	-157.54703029047153	4.081268	3.1443094047533937	33.35936171734181
mp-4385	-164.683833	-187.2745877773152	3.936809	2.033391058861193	-12.062904553914947
mp-4405	-41.289282	-35.08120233933775	2.29578	1.5141755809191444	17.696313828163518
mp-4406	-200.22258	-182.889341522035	3.311795	2.0728266490066676	9.477445942838953
mp-441	-34.473897	-27.758636227944734	2.456651	2.0174264185587245	24.191609115490284
mp-4452	-23.199018	-19.236213574025626	0.649044	0.4707003954800898	20.600750822008386
mp-4495	-35.388159	-30.220133920299855	1.479939	1.0981590315872292	17.10126465134099
mp-4497	-148.616463	-122.82637109121839	1.266564	0.9558316307576554	20.997194396981993
mp-4511	-134.155787	-109.46444550043564	2.349642	1.898026684894439	22.556494381973636
mp-4514	-2963.053395	-1183.5437849900882	12.788332	9.668149239429974	150.3543538125051
mp-4524	-5.371733	-4.289799377842083	0.120596	0.09288018716065485	25.221077417894687
mp-4531	-450.920046	-513.9473907547609	12.22807	5.8067987333096145	-12.263384519221255
mp-4533	-186.958274	-165.6612335522964	2.891238	1.964130240514805	12.855778018205127
mp-4547	-61.909158	-58.60657535621254	1.679367	1.2008302929706234	5.635174250865646
mp-4555	-155.355792	-130.33072292751615	2.074138	1.578430742071746	19.201204835180445
mp-4586	-22.736949	-18.148296375901758	0.63803	0.43750107356821255	25.284205905912415
mp-4609	-542.935168	-388.4799020504225	6.132514	3.966906808571047	39.75888202564726
mp-463	-242.119399	-191.95353331108612	5.609998	4.565788172157438	26.13437993225863
mp-4636	-89.728388	-73.71945313852639	1.331683	1.02383315837593	21.71602498378709
mp-4666	-8.582526	-7.479783716095506	0.203183	0.15091461353655206	14.742970194867242
mp-468	-314.147936	-248.850398419541	3.583815	2.802821749875724	26.23967572291077
mp-4690	-321.148537	-280.4042219194081	11.877347	5.946594720976922	14.530564055594835
mp-470	-102.031898	-81.34341481361545	1.232535	0.916837429169202	25.43350710538606
mp-4763	-7.474124	-6.41429745785526	0.145405	0.11607218637476237	16.52287797858244
mp-4782	-341.556356	-252.4493455666595	5.785298	4.236304871657451	35.296986107580025
mp-4809	-19.628572	-17.243201525791534	0.677541	0.46416475659146195	13.833686688870072
mp-4824	-22.945633	-21.09515099905935	0.652613	0.5831364281336229	8.77207279067671
mp-487	-15.100074	-11.84736078210959	0.295532	0.22383162862325467	27.455171474158636
mp-4961	-110.117746	-101.93225129419153	2.465841	1.9073812011506168	8.030328577933513
mp-4979	-14.382981	-11.747682610799087	0.284349	0.20873613947185107	22.43249563772184
mp-5012	-228.555619	-187.1622464666977	2.470317	1.8301186975340218	22.116304604554717
mp-5020	-1551.916012	-701.1336315248077	9.248048	7.256647778453295	121.34382694279438
mp-5038	-52.204611	-50.34307959793764	2.879926	1.6395124454758556	3.697690758947177
mp-504535	-100.12971	-95.19195559750315	1.234186	0.7327780926368136	5.187155124089462
mp-5046	-237.783526	-196.6998419122951	2.145551	1.5112448647716352	20.886485565160417
mp-504729	-338.802457	-373.70155695552694	15.751704	9.18612626027159	-9.338762257198775
mp-5048	-23.093034	-18.758218222466468	0.960457	0.5939604279081492	23.108888734121777
mp-504838	-69.430941	-78.71813872913974	3.894636	2.011161510344405	-11.798040298051173
mp-505297	-7.913955	-6.466264848641381	0.218692	0.17819581623496675	22.388352244229388
