Name	Formula	Mass	Frequency [meV]	Alpha	Reference_Alpha	ZPR	Reference_ZPR	Error
mp-12509	YZnPO	0.758641	52.7479	0.7999358471490055	0.7999	-42.629869458041235	-42.1949	1.0308578952461969
mp-8753	K4HgP2	0.29343888999999995	27.0311	1.0400524511345113	1.0401	-28.4956656659884	-28.1148	1.3546803320258447
mp-8752	Na4CdP2	0.18905104	32.1185	0.5342594095448765	0.5343	-17.276035383145015	-17.1595	0.679130412570374
mp-8016	AlCuSe2	0.10784656000000002	43.3162	0.11299395981240387	0.113	-4.901339171923885	-4.8942	0.1458700487083764
mp-3772	Cd(GaSe2)2	0.13003235999999999	28.7959	0.2815093028338028	0.2815	-8.134906905171256	-8.1073	0.34051910218267173
mp-22304	Cd(InSe2)2	0.09784384000000002	24.8496	0.2383651553399098	0.2383	-5.940930014758334	-5.9224	0.31288016274372327
mp-8017	AlCuTe2	0.09878449000000002	37.3758	0.0697172998573074	0.0697	-2.60799204967732	-2.6061	0.07260080876865117
mp-7936	LiNbS2	0.5301296099999999	39.0075	0.3208111622814777	0.3208	-12.564448121735303	-12.5145	0.39912199237127555
mp-5621	NbCu3S4	1.28504896	53.2141	0.0967380869745132	0.0967	-5.154011697907	-5.1475	0.12650214486644676
mp-4081	TaCu3Se4	1.34444025	31.7831	0.09366112470733293	0.0937	-2.9803012540147877	-2.977	0.11089197228041213
mp-14205	K3Cu3As2	0.39287824000000005	17.9024	0.7796052245692814	0.7797	-14.096852836885564	-13.9581	0.9940667919384711
mp-623024	TiCdF6	3.3760387599999997	68.7013	6.952222627540298	6.952	-552.4917299846577	-477.6144	15.677360227132539
mp-20187	LiInSe2	0.20331081	33.774	0.4756419620628083	0.4757	-16.1610608056309	-16.0665	0.5885588375246532
mp-15685	Na2CuAs	0.31573160999999994	23.4047	0.5089090488549438	0.5089	-11.987736757572142	-11.911	0.6442511759897764
mp-13984	CdPdF6	5.13566244	52.645300000000006	4.531594712324578	4.5317	-256.7427479537694	-238.5733	7.615876526740182
mp-7650	RbScO2	0.6743694400000001	69.1298	2.1169699926044885	2.1169	-150.66558779434675	-146.3417	2.9546518827830655
mp-4175	ZnSnP2	0.06584356	41.6638	0.04478496141492476	0.0448	-1.8669466794107168	-1.8662	0.04001068538831372
mp-15703	BeCN2	0.39000025000000005	145.0896	0.4164671917428584	0.4165	-60.74262768396242	-60.4266	0.5229943170100874
mp-10572	NaPN2	0.8990832400000001	113.3938	1.4662148522488556	1.4662	-169.52388326460076	-166.2579	1.9644078654913533
mp-10418	RbSbO2	1.3569920100000001	55.7147	2.8501413944769753	2.8499	-165.4277623941801	-158.784	4.184151044299237
mp-7939	NaNbSe2	0.51782416	20.8494	0.30506250693233483	0.3051	-6.384712059138982	-6.3607	0.3775065502064635
mp-4763	ZnSiP2	0.38675961000000003	55.1817	0.11607218637476237	0.1161	-6.41429745785526	-6.4055	0.137342250491919
mp-30250	YAgO2	0.6398400100000001	62.4968	1.178902402200863	1.1789	-74.82119083332856	-73.6759	1.5544985990378932
mp-10748	TaCu3S4	1.4908410000000003	50.2396	0.1132121077879189	0.1132	-5.69573019534999	-5.689	0.1183019045524634
mp-10417	KSbO2	0.6889	58.9909	1.8700582043807643	1.8701	-113.14805101687747	-110.32	2.563498021099965
mp-972937	ScAlCO	0.60310756	81.5343	0.6304887501058897	0.6305	-51.820219238424436	-51.4095	0.7989170064373983
mp-4524	ZnGeP2	0.38266596	46.1332	0.09288018716065485	0.0929	-4.289799377842083	-4.2852	0.10733169611881921
mp-11022	ScAgO2	0.69122596	71.2377	0.9776372148166883	0.9776	-70.53076982185597	-69.643	1.2747437960110402
mp-11020	GaAgO2	0.33930625000000003	67.7045	0.5673993342117888	0.5674	-38.69279389712555	-38.4136	0.7268100285459961
mp-10167	Na3SbS4	0.75568249	29.1745	2.3309523961106464	2.331	-70.24589888769088	-68.0063	3.293222668621714
mp-7801	CaGeN2	0.3069160000000001	76.9034	0.792179311187166	0.7921	-61.5428847448434	-60.9165	1.0282677843333075
mp-7774	Na2SbAu	0.3297056400000001	18.5251	0.39873629698046353	0.3987	-7.423763040956663	-7.3862	0.5085570517541281
mp-12444	SrCuSF	0.31832164	37.3712	1.1698788082360008	1.1698	-44.392811309539155	-43.7176	1.5444839367649594
mp-11703	KSbS2	0.51926436	37.6935	1.0359632533719787	1.036	-39.577323836102096	-39.0521	1.3449310948760573
mp-7921	MgPdF6	6.38320225	66.1969	5.211997739471354	5.2122	-377.3930327499799	-345.031	9.379456556071746
mp-568968	K2SnHgSe4	0.22963264000000003	22.0206	0.7420974750841588	0.7421	-16.497195407257678	-16.3408	0.9570853768339145
mp-510273	CsSbO2	0.9045912099999999	51.513	2.489613959924755	2.4897	-132.81086355770714	-128.2536	3.5533221349787696
mp-2961	MgSiP2	0.34574399999999994	55.36979999999999	0.22875854701442236	0.2288	-12.702521124115165	-12.6662	0.2867562814037778
mp-997002	KAuO2	1.34374464	59.7942	2.384334124078856	2.3843	-147.39343519093052	-142.5675	3.3850177571539954
mp-7639	Na2CuP	0.31058329	29.9036	0.5133903597681271	0.5134	-15.45220037582864	-15.3531	0.6454746978046197
mp-27315	CaTiF6	68.59980625000001	71.14420000000001	35.66113463612122	35.6603	-9801.299554240082	-2537.0218	286.330915810029
mp-15668	NaSe	0.21827584	21.8189	0.5516468156761871	0.5516	-12.120727819800388	-12.0356	0.7073001744855888
mp-13907	CdSnF6	0.53158681	50.971	3.061630139287378	3.0618	-163.16470756520394	-156.0646	4.549467057362097
mp-760375	Li3VS4	2.10859441	58.2966	1.5495726745084908	1.5497	-92.21863056552048	-90.3398	2.0797373533265384
mp-27420	NaBiF6	1.34003776	43.3139	5.1021854065400065	5.1025	-241.05978800615767	-221.0094	9.072187882577698
mp-19851	KInTe2	0.25745475999999995	20.0439	0.5361609144441241	0.5362	-10.819937376303917	-10.7475	0.6739928011529823
mp-975140	RbZn4P3	0.29789763999999996	31.9731	0.6169270646445059	0.6169	-19.88030407345362	-19.7255	0.7847916324231005
mp-867335	K2SbAu	0.34633225	14.7689	0.98240742028107	0.9823	-14.694638252580646	-14.5079	1.287148743654466
mp-755287	Ca3CdO4	0.33698025000000004	65.5265	1.4422050191799305	1.4423	-96.32503708816996	-94.5081	1.9225199619608953
mp-697144	RbH2N	0.39501224999999995	38.6339	3.0197780714659794	3.0196	-121.89275060731393	-116.6588	4.486545899078277
mp-997041	NaCuO2	1.0504200099999998	65.1454	1.5288086812738502	1.5287	-101.6413743733646	-99.5894	2.060434517493429
mp-864954	MgMoN2	0.9264062500000001	65.623	0.4224032100110626	0.4224	-27.867170701005016	-27.7177	0.5392608369562226
mp-8411	Na2AgAs	0.22781529	22.1231	0.4239229017716522	0.4239	-9.42868058785573	-9.3783	0.5372038413756316
mp-996962	LiAgO2	0.85821696	64.3758	0.7810512801961581	0.7811	-50.78631544235898	-50.2824	1.0021706250278044
mp-983565	CuBSe2	0.44435556	60.5088	0.0747948922343661	0.0748	-4.529946698042494	-4.5251	0.10710698200025884
mp-5213	CdSnP2	0.036519209999999996	37.2799	0.017723867383065278	0.0177	-0.6608890541608418	-0.6608	0.013476719255706135
mp-239	BaS3	0.68674369	25.226	1.3513533141712328	1.3514	-34.701890799561504	-34.0902	1.7943303341180186
mp-1009087	BeSiAs2	0.357604	54.7257	0.06634929829254568	0.0663	-3.6339981084704767	-3.6309	0.0853261855318694
mp-1009085	BeSiP2	0.35070083999999996	66.5307	0.08918141190270057	0.0892	-5.939867537029892	-5.933	0.11575150901554508
mp-9517	SrTiN2	0.34257609000000006	77.5482	0.6256836117077915	0.6256	-48.90809283622431	-48.5179	0.8042244949272649
mp-7773	Na2AsAu	0.13344409000000002	21.9652	0.28771483592397884	0.2877	-6.3425040442576925	-6.3197	0.3608406136002096
mp-7938	KNbS2	0.91470096	19.3942	0.5049239172807838	0.5049	-9.855288830987169	-9.7923	0.643248582939346
mp-546011	YZnAsO	0.33732863999999996	47.5067	0.6045296660698068	0.6045	-28.94053398939875	-28.7197	0.768928607885013
mp-1009084	BeSnAs2	0.32787076	36.1915	0.0932433743143323	0.0932	-3.3785227561517206	-3.3747	0.11327691799925282
mp-1009082	MgSnAs2	0.04870849	32.4591	0.03986918758628312	0.0399	-1.294756900652605	-1.2944	0.027572670936724615
mp-642725	CaHClO	0.404496	60.4666	1.8841214694977892	1.8841	-116.87531207627454	-113.9246	2.5900569993439007
mp-553342	CsBe2BO3F2	0.50466816	95.1228	2.05068517071738	2.0507	-200.6208879313386	-195.0704	2.8453768133651134
mp-24066	SrHClO	0.40195600000000004	50.5644	2.1342674220431377	2.1343	-111.13313537374651	-107.9177	2.979525484463175
mp-7323	RbBe2BO3F2	0.54893281	98.4054	2.245271131485708	2.2453	-227.92220017567053	-220.953	3.154155035537206
mp-6870	KBe2BO3F2	0.58844241	97.9918	2.5560175447190177	2.556	-259.66035348420195	-250.466	3.670898838246285
mp-3731	LiNbO3	1.33079296	92.9887	2.1947080605254037	2.1946	-210.36010678881195	-204.0758	3.079398335722296
mp-3666	LiTaO3	10.229122890000001	91.2401	6.805192060176016	6.8052	-714.1165429697888	-620.9037	15.01244765811331
mp-991652	VCu3Te4	1.5480336399999999	13.2592	0.22833313671928424	0.2283	-3.036152466121659	-3.0275	0.2857957430770984
mp-4497	Si2N2O	0.46172025	126.9251	0.9558316307576554	0.9558	-122.82637109121839	-121.309	1.25083142324015
mp-35152	Sr2H5Rh	0.57183844	58.9496	0.5244602287375598	0.5245	-31.12252819890043	-30.9182	0.6608670585623698
mp-7643	K2AgSb	0.42680089	15.6928	0.9943918313637707	0.9944	-15.806938903650016	-15.6046	1.2966619051434596
mp-675011	CsPF6	0.58568409	57.372	3.9129245881768613	3.913	-238.46998624917612	-224.4987	6.223326125797656
mp-541044	CsYO2	0.51480625	57.7951	1.9837673460461966	1.9837	-117.7964191881742	-114.6458	2.7481331092584327
mp-37216	CdPbF6	0.6315480899999999	44.4621	3.0831471372162382	3.0832	-143.38304375002832	-137.0857	4.593727682776773
mp-34293	CsTaN2	0.47444543999999994	90.4355	0.8207874219249096	0.8208	-75.01430093690512	-74.2267	1.061074972894015
mp-21228	SrCuSeF	0.24443136000000001	33.128800000000005	0.944999116830815	0.945	-31.691017629707407	-31.3062	1.2292058113325992
mp-7457	SnF2	1.84117761	46.6758	5.013067797819367	5.013	-254.66859246787104	-233.9838	8.840266919278614
mp-27549	K2AgBi	0.17438976000000003	13.535999999999998	0.5576127904710216	0.5577	-7.601363407704732	-7.5484	0.7016507830100722
mp-14206	K3Ag3As2	0.30239001000000004	16.6936	0.7180855721089117	0.718	-12.09785195250055	-11.9865	0.9289780377971086
mp-1009088	BeGeAs2	0.29724304	40.3006	0.05816513582272727	0.0582	-2.3457793920133314	-2.344	0.07591262855510021
mp-753401	Sc2TiO5	3.41103961	88.918	3.603439167001015	3.6034	-338.32204697409435	-320.4114	5.5898906762038845
mp-3427	LiAlO2	0.47582403999999995	95.9618	1.6202425170792853	1.6202	-158.88618466265063	-155.4738	2.1948293941812853
mp-752676	TiBi2O5	0.5759292100000001	68.7274	1.5045437052925932	1.5045	-105.49138149491421	-103.4011	2.021527328929971
mp-28553	Ca2IN	0.6962233600000001	49.9481	1.402331306143275	1.4024	-71.3540501573307	-70.0479	1.8646528408856018
mp-27791	SrBe3O4	0.47403225	94.8189	1.6724731580458598	1.6725	-162.1781688643436	-158.5888	2.2633180050190256
mp-2400	NaS	0.47045880999999995	28.5921	1.5496478906820579	1.5498	-45.23171424865707	-44.3109	2.07807615881662
mp-1598	Na3P	0.07628644	28.2795	0.2961621648310386	0.2962	-8.40642150201471	-8.3755	0.3691899231653035
mp-10322	BaHfN2	0.40717161	63.9052	0.9290939992487582	0.9291	-60.0899206415424	-59.3712	1.2105543454442511
mp-588	GaF3	0.50381604	63.6949	2.7931440973782404	2.7931	-185.16237820860957	-177.9072	4.078068908177734
mp-468	AlF3	0.5496739599999999	85.2938	2.802821749875724	2.8026	-248.850398419541	-239.0477	4.100729025855928
mp-3762	VCu3S4	1.6941625600000003	47.5046	0.1299679274499978	0.13	-6.184050938418426	-6.175	0.14657390151296937
mp-3524	LiPN2	0.44635761	121.1203	0.8751402668829255	0.8752	-107.19758648583834	-106.0062	1.1238837783434708
mp-6949	InF3	0.49688400999999993	52.5553	2.992537034737735	2.9926	-164.24253790028644	-157.2779	4.428236834473533
mp-5858	CdPtF6	2.71326784	53.1522	3.769748126983446	3.7697	-212.24741330698873	-200.3703	5.927581735910336
mp-27999	K5CuSb2	0.18974735999999998	14.6432	1.026923498295827	1.0268	-15.238988808317592	-15.0364	1.3473225527226667
mp-8446	K2CuP	0.41783296	24.643399999999996	1.0426182202860874	1.0426	-26.043598720711014	-25.6922	1.3677253046100144
mp-3980	LiSbF6	1.0596643600000002	58.844	4.635008678242183	4.6353	-294.2057343097194	-272.7628	7.861385170455561
mp-3924	LiNbO2	2.2955280099999995	64.5861	1.6232640236817193	1.6233	-107.14083394140731	-104.8423	2.1923726791641482
mp-28243	RbLiCl2	0.432964	31.578399999999995	3.581103917129762	3.581	-119.35681158527159	-113.0808	5.550024040572396
mp-2068	RhF3	19.81407169	72.1623	0.7033819270257351	0.7034	-51.21525258925081	-50.7589	0.8990592570974006
mp-996983	AgAuO2	2.347024	56.8127	0.4689779921238861	0.469	-26.80203435893644	-26.6427	0.5980413356620662
mp-567558	CsAgCl2	0.33005025	19.178200000000004	2.753461483560891	2.7537	-54.92282600202265	-52.812	3.9968681398596067
mp-4009	BaPdS2	0.52809289	20.9472	1.4761397682752515	1.4762	-31.53254575011248	-30.9213	1.976778952089598
mp-2072	KTe	0.31304025	15.2261	0.8903062125661232	0.8902	-13.712194319001828	-13.555	1.1596777499212698
mp-16764	RbYTe2	0.5452345599999999	21.869400000000002	1.2481407670359737	1.2481	-27.74644934708717	-27.2961	1.6498670032978062
mp-827	KN3	1.22478489	73.2953	3.3014338287367666	3.3015	-254.08405244426683	-241.9836	5.000525839051422
mp-743	RbN3	1.1741889599999997	69.6385	3.295052801409338	3.2949	-240.9131107330033	-229.4551	4.993574225634256
mp-33588	Ca2NF	0.36433296000000004	61.5988	1.4028400538194956	1.4028	-88.03037881923179	-86.4105	1.8746319246292826
mp-12954	CuBS2	0.46621583999999994	75.9268	0.11239450558151903	0.1124	-8.545669810046672	-8.5333	0.14495927773160616
mp-12903	YAgTe2	0.32024280999999993	22.0151	0.4273920917083107	0.4274	-9.459856674561513	-9.4096	0.53410001021843
mp-7392	Na2AgSb	0.58890276	19.2814	0.5846001980946962	0.5846	-11.355822504998354	-11.2716	0.7472098459700016
mp-5840	LiScO2	0.74839801	85.7043	2.0469144421705927	2.0468	-180.41382845249507	-175.4216	2.8458459234752476
mp-5488	LiInO2	0.28590408999999994	66.69	1.3682913965424828	1.3684	-92.9135427272389	-91.256	1.8163657482674072
mp-541226	CsBrF6	3.341584	49.8081	8.420815308213042	8.4205	-519.1430130101021	-419.4099	23.779389330128378
mp-4979	AlCuS2	0.20097289	56.1338	0.20873613947185107	0.2087	-11.747682610799087	-11.7157	0.2729893288415292
mp-5782	AlAgS2	0.205209	52.9153	0.3018691206198413	0.3019	-16.033977312433148	-15.9731	0.3811239673773245
mp-5342	GaAgS2	0.13126129	41.0748	0.21462842413735192	0.2147	-8.83944544709614	-8.8169	0.255707188423809
mp-3595	ZnSiAs2	0.3901251600000001	39.81539999999999	0.08542966036007892	0.0854	-3.4050211234065517	-3.4014	0.1064597932190133
mp-14092	AlAgTe2	0.10067929000000002	34.8542	0.10431268131612245	0.1043	-3.640444354077506	-3.6358	0.12773953675960867
mp-14091	AlAgSe2	0.11861135999999999	39.776	0.18725686189253127	0.1872	-7.465719903964467	-7.448	0.23791492970551062
mp-5518	GaAgSe2	0.03948168999999999	24.6962	0.03228557132300434	0.0323	-0.7976496702661227	-0.7974	0.03131054252855017
mp-5048	LiGaTe2	0.8082010000000001	31.3444	0.5939604279081492	0.5939	-18.758218222466468	-18.6163	0.7623331299262947
mp-4586	LiAlTe2	0.38452400999999997	41.2537	0.43750107356821255	0.4375	-18.148296375901758	-18.0496	0.5468064439198447
mp-3744	NaNbO2	1.0217166399999997	61.2212	0.782945355612061	0.7829	-48.4159822039937	-47.9301	1.0137308371851859
mp-20782	LiInTe2	0.19018321	27.4163	0.34421388386738566	0.3442	-9.47790703121978	-9.4364	0.43986087088063064
mp-736	Li3P	0.28869129	49.5007	0.5091875159717639	0.5092	-25.36790479530524	-25.2076	0.6359383491694581
mp-3078	CdSiAs2	0.050131209999999995	32.7837	0.037352485365389744	0.0374	-1.2251190824264722	-1.2247	0.034219190534192985
mp-23364	CsLiCl2	0.40246335999999994	32.5532	2.9965523529105864	2.9965	-101.87679501166377	-97.5443	4.441566561719922
mp-19833	InAgS2	0.057744090000000005	33.1218	0.050485457740278385	0.0505	-1.673215031646996	-1.6724	0.04873425298947159
mp-16742	BaAgTeF	0.249001	27.2262	0.949748860363107	0.9497	-26.177175254414163	-25.8566	1.2398198309683501
mp-991676	NbCu3Te4	1.03286569	17.3461	0.09881314220774653	0.0988	-1.7161251833572875	-1.714	0.12398969412412532
mp-5588	BaSiF6	0.49787136	62.6415	3.345439127012852	3.3454	-220.22180844611447	-209.564	5.085705772992724
mp-5038	CsGaS2	0.31270464000000003	30.0397	1.6395124454758556	1.6396	-50.34307959793764	-49.2517	2.2159226949275634
mp-2552	TeO3	0.44249104	73.8005	1.0103142891910586	1.0103	-75.54393712124289	-74.5626	1.3161251367882658
mp-9778	K2AgP	0.39790864000000004	24.8214	0.9823919486559737	0.9824	-24.69619762799174	-24.3835	1.2824148624756027
mp-9636	CsSbF6	0.89397025	39.5497	5.246786203577041	5.247	-227.18435274416035	-207.5171	9.47741306338627
mp-9687	K2PAu	0.31225743999999994	23.8245	0.8706692820101308	0.8707	-20.976902669724808	-20.7446	1.1198223620836731
mp-7940	KNbSe2	0.8074819599999999	17.0956	0.4314572904032667	0.4314	-7.416214019547446	-7.3758	0.5479272695496963
mp-602	Te2Mo	0.46526041000000007	35.9044	0.04999090505885274	0.05	-1.7960049866811885	-1.7948	0.06713765774395551
mp-5478	TlPd3O4	3.40144249	22.249600000000004	2.066793563035195	2.0667	-47.30628198842859	-45.9839	2.875749965593586
mp-30459	ScNiBi	1.02151449	28.8579	0.1468545744906573	0.1469	-4.245658835351628	-4.238	0.1807181536485877
mp-2894	ScSnAu	0.58690921	23.8352	0.06510281519198095	0.0651	-1.5529908018129301	-1.5518	0.07673680970035286
mp-15988	Li2CuSb	0.50509449	32.6719	0.17116763413420547	0.1712	-5.604297654594244	-5.5926	0.20916308325722466
mp-7581	MoSe2	0.56927025	44.0263	0.026213030553390203	0.0262	-1.1544373185786094	-1.1539	0.04656543709242591
mp-28111	K3NO3	5.43869041	39.759	2.9908629980841264	2.9909	-124.17924425858357	-118.9135	4.4282140031060955
mp-1922	RuSe2	0.28164248999999997	37.2979	0.13070741141659709	0.1307	-4.883034643326228	-4.8752	0.16070403934664712
mp-1634	MoSe2	0.5391964899999999	44.2894	0.026009682752374457	0.026	-1.1523242304189165	-1.152	0.028145001642066368
mp-8200	AgP2	0.49210225	30.0663	0.036286098446114995	0.0363	-1.0914789328892025	-1.0909	0.053069290420984634
mp-34126	Cu4SnP10	0.17505856	16.2636	0.07875900724532302	0.0788	-1.2821561845548957	-1.2809	0.09807046255724368
mp-571306	Ca2Zn2CuP3	0.55636681	37.3469	0.4244478529616403	0.4245	-15.936754749609252	-15.852	0.5346628161068089
mp-2030	RuS2	0.33535680999999995	51.2183	0.11957722198386542	0.1196	-6.133642649918659	-6.1243	0.15255049423868064
mp-7611	Li2CaGeO4	0.47499664	77.0861	1.7889787173549823	1.789	-141.27460774922582	-137.9041	2.444095388915792
mp-7610	Li2CaSiO4	0.49477156000000005	85.838	1.9199896269204353	1.9201	-169.16504046016675	-164.8146	2.6395965285640575
mp-9821	RbSbF6	0.87366409	40.4223	5.513062817689548	5.513	-245.72313164230547	-222.849	10.26440847493392
mp-7439	K3Cu3P2	0.47004735999999997	22.302	0.8559634239642595	0.856	-19.30090805438619	-19.0897	1.1063979757994664
mp-555166	BaAg2SnS4	0.30758115999999996	28.2427	0.7323248143175131	0.7324	-20.877274108345233	-20.6843	0.9329496688079015
mp-3668	CdGeP2	0.07382089	41.5072	0.0502053690226212	0.0502	-2.085180339452613	-2.084	0.05663816951117401
mp-2672	K2O2	1.00962304	39.5132	4.085309468966958	4.0852	-172.07291466727364	-161.4197	6.599699210984551
mp-9486	K2AlF5	0.60871204	52.2552	4.616563323370041	4.6165	-260.1146955149003	-241.2361	7.825775460182078
mp-6408	ZnCu2GeS4	0.10182481	40.98389999999999	0.05988008005105609	0.0599	-2.455940312730121	-2.4538	0.08722441642027545
mp-4666	CdSiP2	0.35509681	49.4701	0.15091461353655206	0.1509	-7.479783716095506	-7.4655	0.19132966439630664
mp-30988	KBiO2	0.7435612899999999	59.3403	1.62478689254821	1.6248	-98.53319324562707	-96.4143	2.1976960322556693
mp-15684	K2CuAs	0.42680089	18.8909	1.1088120039450877	1.1087	-21.251006611184994	-20.9452	1.4600319461499276
mp-9295	TaCu3Te4	1.09056249	17.7591	0.09800160265637266	0.098	-1.7425375645987975	-1.7404	0.12282030560776533
mp-8361	CsTe	1.0387686400000002	10.4322	2.41242447979033	2.4125	-26.03011888932472	-25.1675	3.4275112320441767
mp-5414	NaSbS2	0.29724304	36.1689	0.5832247500658571	0.5832	-21.251252430677873	-21.0946	0.7426186354700879
mp-5238	GaCuS2	0.12278016	42.5149	0.130328265296982	0.1303	-5.5498715404381445	-5.5414	0.15287725914289044
mp-3839	GaCuTe2	0.032508089999999996	25.0883	0.0068866202528448306	0.0069	-0.17278837797779095	-0.1727	0.051174277817579564
mp-29138	KAuSe2	0.9611841600000001	20.2492	1.0815260344922588	1.0816	-22.21012974706778	-21.9007	1.4128760590655918
mp-7472	RbAuO2	1.4813324100000003	56.2848	2.64619394713565	2.6463	-154.63437837766116	-148.9444	3.820202960071787
mp-7467	RbCuO2	1.9892281600000004	56.1318	2.869824860840108	2.87	-167.87324188029788	-161.096	4.206958509396806
mp-553310	CsCuO2	2.57634601	50.2844	3.43945157170682	3.4393	-182.0603044304258	-172.941	5.273072568347462
mp-3982	KCuO2	1.7358062499999998	60.5777	2.547063365229067	2.547	-159.93420456893054	-154.2913	3.657305738515738
mp-19734	MgPbF6	0.81036004	55.3449	3.4933511246692763	3.4936	-203.72589584585796	-193.3505	5.366107584856492
mp-4043	NbCu3Se4	1.1610062499999998	33.2234	0.083059796559419	0.0831	-2.76237211610805	-2.7603	0.07506851096076206
mp-27422	CsBiF6	1.20231225	33.8455	5.921814662607679	5.9214	-223.63346586093758	-200.4121	11.586808311942026
mp-27421	RbBiF6	1.1528316900000002	34.5514	6.12515977069536	6.1252	-237.64646050302653	-211.6327	12.291938109293381
mp-27419	LiBiF6	1.2816504100000004	52.3346	4.559243612735788	4.559	-256.94341360162593	-238.5955	7.68996632443862
mp-9274	Rb3Sb2Au3	0.31494544	10.6203	0.9239983636960153	0.9241	-9.930792430919945	-9.8139	1.1910905034690087
mp-9273	K3Sb2Au3	0.22259524	12.8341	0.4704221085275078	0.4704	-6.073389009215662	-6.0375	0.5944349352490613
mp-8311	Si3NiP4	0.48748324000000004	43.8318	0.08712905003320931	0.0871	-3.8231515652642445	-3.8193	0.10084479523065351
mp-28994	KLi2As	0.22108804	29.0493	0.7377554293173361	0.7377	-21.634314156058867	-21.4294	0.9562290874166607
mp-19795	InS	0.25836888999999996	33.5882	0.4452650301872714	0.4452	-15.03981600106152	-14.9551	0.5664689708629222
mp-9195	BaCuSeF	0.46977316	30.525	1.3346481391199991	1.3347	-41.4625529121993	-40.741	1.771073150387325
mp-9144	LiAsF6	1.21330225	64.0	5.137054246938984	5.137	-358.935667208488	-328.7652	9.17690412747091
mp-9143	LiPF6	0.8155896100000001	80.0733	4.167016425001879	4.1669	-356.2800981386497	-333.6546	6.7811138041105
mp-3104	BaZrN2	0.393129	64.4436	0.862670878162859	0.8627	-56.21376726286118	-55.5942	1.1144458646067066
mp-29025	Li5Br2N	0.34963569000000005	54.6522	1.2532903169254885	1.2534	-69.63018083303491	-68.5018	1.6472280042785887
mp-22255	RbInTe2	0.27741288999999997	19.2237	0.5759285647687026	0.576	-11.152637320028761	-11.0719	0.729209259736466
mp-8217	Cs2GeF6	0.62900761	38.5071	4.533723477012558	4.534	-187.89012818100036	-174.5909	7.617366186324922
mp-641923	Cs2SnBr6	0.33674809000000006	17.396	2.0990867870384924	2.0992	-37.58325489758317	-36.5171	2.919604507431225
mp-27882	Cs2GeCl6	0.616225	26.508	2.8885221822406995	2.8884	-79.81928073182812	-76.567	4.247627217767605
mp-23406	Cs2PtCl6	0.835396	16.8194	3.4406949039802512	3.4406	-60.91993313664844	-57.8696	5.271045828290571
mp-504729	Cs2PdF6	3.19873225	31.5556	9.18612626027159	9.186	-373.70155695552694	-289.8695	28.920620125790027
mp-27830	Cs2SeCl6	0.6225210000000001	28.6662	2.5271463530899276	2.5271	-75.06697491711898	-72.4415	3.62426912352585
mp-27827	Rb2TiCl6	2.6507096100000003	33.7656	5.555210667013626	5.5552	-207.06864125580194	-187.5755	10.392157427703474
mp-23465	Cs2TeCl6	0.6244160400000001	26.1732	2.91065528831285	2.9105	-79.44500419929692	-76.1776	4.289192885174802
mp-23425	Cs2PbCl6	0.45562500000000006	20.2163	2.6949202233132135	2.6949	-56.60965347781444	-54.4807	3.907720491503306
mp-23405	Cs2TeBr6	0.395641	18.9668	1.9866042596704705	1.9867	-38.71456948158119	-37.6813	2.7421280093340363
mp-638729	Cs2ZrCl6	2.4903996100000003	27.5145	6.5097209166972485	6.5098	-203.76258034283785	-179.1131	13.761964000867524
mp-27829	Rb2SeCl6	0.53743561	28.8213	2.5113643230622746	2.5115	-74.98262897281647	-72.3844	3.589487476329805
mp-27828	Cs2TiCl6	2.7106329600000003	33.0757	5.266573823058279	5.2666	-190.81046942491773	-174.1971	9.5371102187796
mp-754118	Sr(AsO3)2	0.45697600000000005	76.4771	1.6543572065346963	1.6542	-129.35527254903863	-126.5122	2.2472714481596427
mp-7297	Cs2SnF6	0.66341025	36.9883	4.643976229639538	4.6442	-185.32814941742393	-171.7812	7.886165318104609
mp-690785	Na2H6Pt	0.410881	88.8036	1.2152657640682571	1.2152	-109.65033511653638	-107.9184	1.6048561844285838
mp-643370	Ba2MgH6	0.42523441	116.0448	0.8565184304688758	0.8566	-100.49497559688737	-99.4025	1.0990423750784621
mp-643279	K2H6Pt	0.5604019600000001	87.4052	1.6181500145645877	1.6181	-144.5275280339033	-141.4301	2.190076959503881
mp-643243	Cs2H6Pt	1.1020800400000001	76.2167	2.513684031099598	2.5136	-198.47897460319	-191.5808	3.600660715055997
mp-643101	Rb2H6Pt	0.6945555600000001	82.7802	1.9179561661750284	1.9179	-162.96112404455044	-158.7665	2.642008260275585
mp-7903	Cs2ZrF6	3.7191122500000002	43.981	10.606347170336722	10.6062	-651.3831119386213	-466.4723	39.640255581868686
mp-697038	Ba2H6Ru	1.5607504900000002	66.7597	2.2874207760810585	2.2874	-157.63275362157395	-152.7073	3.225421195695262
mp-697030	Mg2H6Ru	0.8498996100000001	68.3654	1.6238140175029874	1.6237	-113.44958610085415	-111.0068	2.20057338906639
mp-643002	Mg2H6Os	0.7773948900000001	68.9111	1.6061075148979873	1.6062	-113.07911177126425	-110.6834	2.16447251463566
mp-315	PbF2	0.7848188100000001	39.8766	4.205033436716947	4.2051	-179.18887618185536	-167.6853	6.860217432211023
mp-31235	BaNaBi	0.061603240000000004	14.28	0.2613123678679166	0.2613	-3.7437455797248735	-3.7309	0.3443024397564511
