Name	Alpha	Mobility
mp-2472	2.360805647793696	30.695052424917773
mp-22903	3.0194662647183086	149.73174582255567
mp-463	4.565788172157438	14.94517478829082
mp-22922	1.2630381673709088	382.9729328789141
mp-22916	2.4085491045646545	114.55880047299766
mp-2176	0.13966340016454734	11355.07028853267
mp-1784	4.291864918047057	30.083281203150747
mp-1138	4.603922838581601	4.368140829372129
mp-406	0.1093503928220397	28068.476610418507
mp-1672	1.2577537476075948	115.17219587662913
mp-1550	0.21035426718214556	785.8856878313873
mp-1479	0.009523042243405512	10522.737625178384
mp-1315	1.106009100226018	149.90147999698766
mp-1000	1.4153126269437202	273.7901746062276
mp-682	4.179045004203044	13.16756989064318
mp-1500	1.830337264925997	95.1937779822528
mp-1415	1.1612528058296254	176.5492119982694
mp-1265	1.5731297232806802	56.341363019565854
mp-1190	0.21739386928238688	5439.999199060934
mp-422	0.3752785181858715	279.26824905147174
mp-252	0.14590581990442297	970.7631493272671
mp-2490	0.1368431026378826	1476.0510618768435
mp-1958	1.1783371731409467	300.8347345746659
mp-1541	0.2849445732638649	454.0321324561539
mp-1367	0.16394572571535565	1913.1946066409075
mp-1253	1.781063690651512	151.503711186329
mp-571222	3.9287169528433354	82.56202372588348
mp-23251	3.090461769835305	82.10966773016901
mp-22867	3.5824949229311147	84.03877571831201
mp-2172	0.16639544468125836	1267.1423769613752
mp-20351	0.035590677395067154	55010.20945422901
mp-2758	1.4779153474298183	170.63361960523216
mp-866291	0.7027091975518824	1390.4340273835962
mp-30373	0.8973428658743395	1029.9929329276188
mp-2691	0.07608449022925752	39199.06925543425
mp-22898	2.5034795618026395	153.80683844762333
mp-11718	4.492992547288679	21.04107869801625
mp-614603	3.4425252105661053	135.06891292327649
mp-573697	3.977764753199667	52.30567931623332
mp-2667	1.0730320179125004	1055.148409520138
mp-2624	0.08483263066920961	2635.8807250804366
mp-23268	1.9306296305475763	219.79843795366875
mp-22905	2.6869345047138773	33.6585301061107
mp-1342	2.610013159261952	32.549778503877235
mp-1087	1.5475459620945367	107.50472410806792
mp-2605	2.124727318398033	27.27019272062497
