#PHONON MODE          	 EPSM1                	 OMEGAM05 [meV]       	 ALPHA                	 ZPR [meV]            \AREA/4pi            
0                    	 0.000000             	 0.000000             	 0.000000             	 -0.000000            	 1.224489            
1                    	 0.000000             	 0.000000             	 0.000000             	 -0.000000            	 1.224489            
2                    	 0.000000             	 0.000000             	 0.000000             	 -0.000000            	 1.224489            
3                    	 0.000000             	 0.023502             	 0.000000             	 -0.000002            	 1.224489            
4                    	 0.000660             	 0.022681             	 0.018986             	 -0.142136            	 1.224489            
5                    	 0.000000             	 0.021470             	 0.000000             	 -0.000003            	 1.224489            
6                    	 0.000314             	 0.020997             	 0.008317             	 -0.072799            	 1.224489            
7                    	 0.000029             	 0.020194             	 0.000753             	 -0.007112            	 1.224489            
8                    	 0.000000             	 0.019271             	 0.000000             	 -0.000000            	 1.224489            
9                    	 0.000000             	 0.019005             	 0.000000             	 -0.000001            	 1.224489            
10                   	 0.000000             	 0.016462             	 0.000000             	 -0.000001            	 1.224489            
11                   	 0.000098             	 0.016183             	 0.002015             	 -0.029626            	 1.224489            
12                   	 0.000056             	 0.015929             	 0.001150             	 -0.017457            	 1.224489            
13                   	 0.000000             	 0.015594             	 0.000000             	 -0.000001            	 1.224489            
14                   	 0.000541             	 0.014162             	 0.009832             	 -0.189084            	 1.224489            
15                   	 0.000000             	 0.013746             	 0.000000             	 -0.000004            	 1.224489            
16                   	 0.000005             	 0.012653             	 0.000077             	 -0.001862            	 1.224489            
17                   	 0.000000             	 0.012265             	 0.000000             	 -0.000000            	 1.224489            
18                   	 0.000000             	 0.011175             	 0.000001             	 -0.000018            	 1.224489            
19                   	 0.000207             	 0.011157             	 0.002922             	 -0.090364            	 1.224489            
20                   	 0.000000             	 0.011093             	 0.000001             	 -0.000017            	 1.224489            
21                   	 0.000164             	 0.010815             	 0.002410             	 -0.079298            	 1.224489            
22                   	 0.000358             	 0.010702             	 0.005571             	 -0.187326            	 1.224489            
23                   	 0.000000             	 0.010608             	 0.000000             	 -0.000002            	 1.224489            
24                   	 0.000095             	 0.010440             	 0.001256             	 -0.044366            	 1.224489            
25                   	 0.000000             	 0.010268             	 0.000000             	 -0.000001            	 1.224489            
26                   	 0.000067             	 0.008897             	 0.000749             	 -0.036428            	 1.224489            
27                   	 0.000000             	 0.008797             	 0.000000             	 -0.000001            	 1.224489            
28                   	 0.000008             	 0.008536             	 0.000083             	 -0.004401            	 1.224489            
29                   	 0.000003             	 0.008535             	 0.000026             	 -0.001366            	 1.224489            
30                   	 0.000130             	 0.008531             	 0.001635             	 -0.086603            	 1.224489            
31                   	 0.000296             	 0.008465             	 0.003218             	 -0.172989            	 1.224489            
32                   	 0.000041             	 0.008453             	 0.000413             	 -0.022249            	 1.224489            
33                   	 0.000000             	 0.008384             	 0.000000             	 -0.000002            	 1.224489            
34                   	 0.000008             	 0.008305             	 0.000081             	 -0.004518            	 1.224489            
35                   	 0.000000             	 0.008149             	 0.000000             	 -0.000000            	 1.224489            
