#PHONON MODE          	 EPSM1                	 OMEGAM05 [meV]       	 ALPHA                	 ZPR [meV]            \AREA/4pi            
0                    	 0.000000             	 0.000000             	 0.000000             	 -0.000000            	 1.225352            
1                    	 0.000000             	 0.000000             	 0.000000             	 -0.000000            	 1.225352            
2                    	 0.000000             	 0.000000             	 0.000000             	 -0.000000            	 1.225352            
3                    	 0.000000             	 0.012174             	 0.000000             	 -0.000012            	 1.225352            
4                    	 0.000000             	 0.010927             	 0.000001             	 -0.000028            	 1.225352            
5                    	 0.000597             	 0.010038             	 0.008791             	 -0.337608            	 1.225352            
6                    	 0.000000             	 0.009796             	 0.000001             	 -0.000023            	 1.225352            
7                    	 0.000298             	 0.009661             	 0.005428             	 -0.224904            	 1.225352            
8                    	 0.000051             	 0.009609             	 0.000974             	 -0.040688            	 1.225352            
9                    	 0.000030             	 0.009596             	 0.000616             	 -0.025821            	 1.225352            
10                   	 0.000276             	 0.009089             	 0.003871             	 -0.180884            	 1.225352            
11                   	 0.000000             	 0.008916             	 0.000000             	 -0.000001            	 1.225352            
12                   	 0.000085             	 0.008868             	 0.001484             	 -0.072652            	 1.225352            
13                   	 0.000055             	 0.008838             	 0.000784             	 -0.038694            	 1.225352            
14                   	 0.000267             	 0.008798             	 0.003135             	 -0.157193            	 1.225352            
15                   	 0.000113             	 0.008636             	 0.001473             	 -0.076125            	 1.225352            
16                   	 0.012848             	 0.008207             	 0.193718             	 -11.143644           	 1.225352            
17                   	 0.000000             	 0.008009             	 0.000000             	 -0.000002            	 1.225352            
